"","Year","age_mother","Inner","SUM_births","SUM_pop","Inner_factor","London_zone_ASFR","London_zone_ASFR_perK"
"364","2001","24",1,1782,32500,"Inner",0.0548307692307692,54.8307692307692
"365","2001","25",0,2395,34487,"Outer",0.0694464580856555,69.4464580856555
"366","2001","25",1,1857,34512,"Inner",0.053807371349096,53.807371349096
"367","2001","26",0,2729,35926,"Outer",0.0759616990480432,75.9616990480432
"368","2001","26",1,2023,35733,"Inner",0.0566143340889374,56.6143340889374
"369","2001","27",0,3175,36998,"Outer",0.0858154494837559,85.8154494837559
"370","2001","27",1,2049,35633,"Inner",0.057502876547021,57.502876547021
"371","2001","28",0,3480,38593,"Outer",0.090171792812168,90.171792812168
"372","2001","28",1,2280,35945,"Inner",0.0634302406454305,63.4302406454305
"373","2001","29",0,3747,39536,"Outer",0.0947743828409551,94.7743828409551
"374","2001","29",1,2448,35387,"Inner",0.0691779467035917,69.1779467035917
"375","2001","30",0,4067,39226,"Outer",0.103681231836027,103.681231836027
"376","2001","30",1,2734,34062,"Inner",0.080265398391169,80.265398391169
"377","2001","31",0,4117,39000,"Outer",0.105564102564103,105.564102564103
"378","2001","31",1,2853,31898,"Inner",0.0894413442849081,89.4413442849081
"379","2001","32",0,4125,40074,"Outer",0.102934571043569,102.934571043569
"380","2001","32",1,2811,31541,"Inner",0.0891220950508862,89.1220950508862
"381","2001","33",0,3730,39936,"Outer",0.0933994391025641,93.3994391025641
"382","2001","33",1,2821,30997,"Inner",0.0910088073039326,91.0088073039326
"383","2001","34",0,3373,40749,"Outer",0.0827750374242313,82.7750374242313
"384","2001","34",1,2597,30047,"Inner",0.0864312576962758,86.4312576962758
"385","2001","35",0,3155,40996,"Outer",0.0769587276807493,76.9587276807493
"386","2001","35",1,2438,28669,"Inner",0.0850395898008302,85.0395898008302
"387","2001","36",0,2711,40395,"Outer",0.0671122663696002,67.1122663696002
"388","2001","36",1,2067,27536,"Inner",0.0750653689715282,75.0653689715282
"389","2001","37",0,2105,39277,"Outer",0.0535937062402933,53.5937062402933
"390","2001","37",1,1647,26312,"Inner",0.0625950136819702,62.5950136819702
"391","2001","38",0,1520,38146,"Outer",0.0398469040004194,39.8469040004194
"392","2001","38",1,1368,25060,"Inner",0.0545889864325619,54.5889864325619
"393","2001","39",0,1127,36572,"Outer",0.0308159247511758,30.8159247511758
"394","2001","39",1,1009,23134,"Inner",0.0436154577677877,43.6154577677877
"395","2001","42",0,2046,163060,"Outer",0.0125475285171103,12.5475285171103
"396","2001","42",1,1931,97396,"Inner",0.0198262762331102,19.8262762331102
"397","2002","17",0,2766,129466,"Outer",0.021364682619375,21.364682619375
"398","2002","17",1,2465,78856,"Inner",0.0312595110074059,31.2595110074059
"399","2002","20",0,1386,24261,"Outer",0.0571287251143811,57.1287251143811
"400","2002","20",1,1378,19917,"Inner",0.0691871265752874,69.1871265752875
"401","2002","21",0,1674,27997,"Outer",0.0597921205843483,59.7921205843483
"402","2002","21",1,1476,23049,"Inner",0.0640374853572823,64.0374853572823
"403","2002","22",0,1851,30405,"Outer",0.0608781450419339,60.8781450419339
"404","2002","22",1,1623,25668,"Inner",0.0632304815334268,63.2304815334268
"405","2002","23",0,1947,32615,"Outer",0.0596964586846543,59.6964586846543
"406","2002","23",1,1702,29671,"Inner",0.0573624077381955,57.3624077381955
"407","2002","24",0,2191,33672,"Outer",0.0650688999762414,65.0688999762414
"408","2002","24",1,1731,32650,"Inner",0.0530168453292496,53.0168453292496
"409","2002","25",0,2376,34133,"Outer",0.0696100547856913,69.6100547856913
"410","2002","25",1,1809,34786,"Inner",0.052003679641235,52.003679641235
"411","2002","26",0,2674,35332,"Outer",0.0756821012113665,75.6821012113665
"412","2002","26",1,1917,35618,"Inner",0.0538211016901567,53.8211016901567
"413","2002","27",0,3102,36542,"Outer",0.0848886213124624,84.8886213124624
"414","2002","27",1,2150,36243,"Inner",0.059321800071738,59.321800071738
"415","2002","28",0,3431,37254,"Outer",0.0920974928866699,92.0974928866699
"416","2002","28",1,2171,35597,"Inner",0.0609882855296795,60.9882855296795
"417","2002","29",0,3702,38624,"Outer",0.0958471416735708,95.8471416735708
"418","2002","29",1,2466,35399,"Inner",0.0696629848300799,69.6629848300799
"419","2002","30",0,4015,39375,"Outer",0.101968253968254,101.968253968254
"420","2002","30",1,2784,34665,"Inner",0.0803115534400692,80.3115534400692
"421","2002","31",0,4165,39103,"Outer",0.10651356673401,106.51356673401
"422","2002","31",1,2919,33168,"Inner",0.088006512301013,88.006512301013
"423","2002","32",0,4024,38865,"Outer",0.103537887559501,103.537887559501
"424","2002","32",1,2957,31030,"Inner",0.0952948759265227,95.2948759265227
"425","2002","33",0,3863,39706,"Outer",0.0972900821034604,97.2900821034604
"426","2002","33",1,2814,30601,"Inner",0.0919577791575439,91.9577791575439
"427","2002","34",0,3410,39634,"Outer",0.0860372407528889,86.0372407528889
"428","2002","34",1,2575,30003,"Inner",0.0858247508582475,85.8247508582475
"429","2002","35",0,3144,40226,"Outer",0.078158405011684,78.158405011684
"430","2002","35",1,2352,28960,"Inner",0.0812154696132597,81.2154696132597
"431","2002","36",0,2723,40511,"Outer",0.0672163116190664,67.2163116190664
"432","2002","36",1,2161,27812,"Inner",0.0777002732633396,77.7002732633396
"433","2002","37",0,2203,39889,"Outer",0.0552282584171075,55.2282584171075
"434","2002","37",1,1774,26761,"Inner",0.0662904973655693,66.2904973655693
"435","2002","38",0,1762,38971,"Outer",0.0452131071822637,45.2131071822637
"436","2002","38",1,1417,25502,"Inner",0.0555642694690612,55.5642694690612
"437","2002","39",0,1239,37869,"Outer",0.0327180543452428,32.7180543452428
"438","2002","39",1,1128,24402,"Inner",0.046225719203344,46.225719203344
"439","2002","42",0,2202,168095,"Outer",0.0130997352687468,13.0997352687468
"440","2002","42",1,1985,101133,"Inner",0.0196276190758704,19.6276190758704
"441","2003","17",0,2773,133745,"Outer",0.0207334853639388,20.7334853639388
"442","2003","17",1,2499,82075,"Inner",0.0304477611940299,30.4477611940299
"443","2003","20",0,1406,23641,"Outer",0.0594729495368216,59.4729495368216
"444","2003","20",1,1260,20390,"Inner",0.0617949975478176,61.7949975478176
"445","2003","21",0,1635,26100,"Outer",0.0626436781609195,62.6436781609195
"446","2003","21",1,1543,21543,"Inner",0.0716241934735181,71.6241934735181
"447","2003","22",0,1856,30263,"Outer",0.0613290156296468,61.3290156296468
"448","2003","22",1,1688,25128,"Inner",0.06717605858007,67.17605858007
"449","2003","23",0,2128,32919,"Outer",0.0646435189404295,64.6435189404295
"450","2003","23",1,1728,28950,"Inner",0.0596891191709845,59.6891191709845
"451","2003","24",0,2378,34394,"Outer",0.0691399662731872,69.1399662731872
"452","2003","24",1,1763,33013,"Inner",0.0534032047981098,53.4032047981098
"453","2003","25",0,2601,34752,"Outer",0.0748446132596685,74.8446132596685
"454","2003","25",1,1841,34393,"Inner",0.0535283342540633,53.5283342540633
"455","2003","26",0,2743,34886,"Outer",0.0786275296680617,78.6275296680617
"456","2003","26",1,2162,35911,"Inner",0.0602043941967642,60.2043941967642
"457","2003","27",0,3177,35644,"Outer",0.0891314106160925,89.1314106160925
"458","2003","27",1,2167,35775,"Inner",0.0605730258560447,60.5730258560447
"459","2003","28",0,3613,36878,"Outer",0.097971690438744,97.971690438744
"460","2003","28",1,2393,35847,"Inner",0.0667559349457416,66.7559349457416
"461","2003","29",0,3836,37196,"Outer",0.103129368749328,103.129368749328
"462","2003","29",1,2660,34932,"Inner",0.0761479445780373,76.1479445780373
"463","2003","30",0,4039,38139,"Outer",0.105902094968405,105.902094968405
"464","2003","30",1,2831,34229,"Inner",0.0827076455637033,82.7076455637033
"465","2003","31",0,4258,39002,"Outer",0.109173888518538,109.173888518538
"466","2003","31",1,2930,33188,"Inner",0.0882849222610582,88.2849222610582
"467","2003","32",0,4224,38768,"Outer",0.108955839867932,108.955839867932
"468","2003","32",1,3068,31727,"Inner",0.096699971632994,96.699971632994
"469","2003","33",0,3925,38504,"Outer",0.101937461043009,101.937461043009
"470","2003","33",1,2867,29829,"Inner",0.0961145194274029,96.1145194274029
"471","2003","34",0,3726,39283,"Outer",0.0948501896494667,94.8501896494667
"472","2003","34",1,2753,29265,"Inner",0.0940714163676747,94.0714163676747
"473","2003","35",0,3299,38987,"Outer",0.0846179495729346,84.6179495729346
"474","2003","35",1,2628,28408,"Inner",0.0925091523514503,92.5091523514503
"475","2003","36",0,2884,39615,"Outer",0.0728007068029787,72.8007068029787
"476","2003","36",1,2156,27443,"Inner",0.0785628393397223,78.5628393397223
"477","2003","37",0,2284,39875,"Outer",0.0572789968652038,57.2789968652038
"478","2003","37",1,1930,26501,"Inner",0.0728274404739444,72.8274404739444
"479","2003","38",0,1806,39309,"Outer",0.0459436770205296,45.9436770205296
"480","2003","38",1,1542,25678,"Inner",0.0600514058727315,60.0514058727315
"481","2003","39",0,1447,38563,"Outer",0.0375230142883074,37.5230142883075
"482","2003","39",1,1186,24542,"Inner",0.0483253198598321,48.3253198598321
"483","2003","42",0,2538,173247,"Outer",0.0146496043221528,14.6496043221528
"484","2003","42",1,2266,104901,"Inner",0.0216013193391865,21.6013193391865
"485","2004","17",0,2950,136998,"Outer",0.0215331610680448,21.5331610680448
"486","2004","17",1,2420,83436,"Inner",0.0290042667433722,29.0042667433722
"487","2004","20",0,1473,24721,"Outer",0.0595849682456211,59.5849682456211
"488","2004","20",1,1330,21624,"Inner",0.0615057343692194,61.5057343692194
"489","2004","21",0,1675,26114,"Outer",0.0641418396262541,64.1418396262541
"490","2004","21",1,1499,22481,"Inner",0.0666785285352075,66.6785285352075
"491","2004","22",0,1925,29247,"Outer",0.0658187164495504,65.8187164495504
"492","2004","22",1,1687,24403,"Inner",0.0691308445682908,69.1308445682908
"493","2004","23",0,2300,33381,"Outer",0.0689014708966178,68.9014708966178
"494","2004","23",1,1739,29323,"Inner",0.0593049824369948,59.3049824369948
"495","2004","24",0,2555,35409,"Outer",0.0721567962947273,72.1567962947273
"496","2004","24",1,1870,33252,"Inner",0.0562372188139059,56.2372188139059
"497","2004","25",0,2810,36132,"Outer",0.0777703974316395,77.7703974316396
"498","2004","25",1,2027,35879,"Inner",0.0564954430168065,56.4954430168065
"499","2004","26",0,2855,35885,"Outer",0.0795597046119549,79.5597046119549
"500","2004","26",1,2012,36257,"Inner",0.0554927324378741,55.4927324378741
"501","2004","27",0,3276,35534,"Outer",0.0921933922440479,92.1933922440479
"502","2004","27",1,2318,36906,"Inner",0.0628082154663198,62.8082154663198
"503","2004","28",0,3753,36165,"Outer",0.103774367482372,103.774367482372
"504","2004","28",1,2381,36077,"Inner",0.0659977270837376,65.9977270837376
"505","2004","29",0,3888,37177,"Outer",0.104580789197622,104.580789197622
"506","2004","29",1,2626,35595,"Inner",0.0737744065177694,73.7744065177693
"507","2004","30",0,4126,36975,"Outer",0.11158891142664,111.58891142664
"508","2004","30",1,2849,33810,"Inner",0.0842650103519669,84.2650103519669
"509","2004","31",0,4307,37792,"Outer",0.113965918712955,113.965918712955
"510","2004","31",1,3054,33043,"Inner",0.092425021941107,92.425021941107
"511","2004","32",0,4265,38672,"Outer",0.110286512205213,110.286512205213
"512","2004","32",1,3101,31748,"Inner",0.0976754441224644,97.6754441224644
"513","2004","33",0,4208,38318,"Outer",0.10981784017955,109.81784017955
"514","2004","33",1,3007,30335,"Inner",0.0991264216251854,99.1264216251854
"515","2004","34",0,3860,38194,"Outer",0.101062994187569,101.062994187569
"516","2004","34",1,2787,28580,"Inner",0.0975157452764171,97.5157452764171
"517","2004","35",0,3419,38947,"Outer",0.0877859655429173,87.7859655429173
"518","2004","35",1,2555,28177,"Inner",0.0906767931291479,90.6767931291479
"519","2004","36",0,2845,38591,"Outer",0.0737218522453422,73.7218522453422
"520","2004","36",1,2294,27414,"Inner",0.0836798715984533,83.6798715984533
"521","2004","37",0,2440,39212,"Outer",0.0622258492298276,62.2258492298276
"522","2004","37",1,1908,26490,"Inner",0.0720271800679502,72.0271800679502
"523","2004","38",0,1950,39573,"Outer",0.0492760215298309,49.2760215298309
"524","2004","38",1,1506,25660,"Inner",0.0586905689789556,58.6905689789556
"525","2004","39",0,1518,39002,"Outer",0.0389210809702067,38.9210809702067
"526","2004","39",1,1223,24945,"Inner",0.0490278612948487,49.0278612948487
"527","2004","42",0,2675,177852,"Outer",0.0150405955513573,15.0405955513573
"528","2004","42",1,2412,108094,"Inner",0.0223139119655115,22.3139119655115
"529","2005","17",0,2952,139836,"Outer",0.0211104436625762,21.1104436625762
"530","2005","17",1,2303,84556,"Inner",0.0272363877193812,27.2363877193812
"531","2005","20",0,1508,25752,"Outer",0.0585585585585586,58.5585585585586
"532","2005","20",1,1279,22771,"Inner",0.056167932897106,56.167932897106
"533","2005","21",0,1770,27105,"Outer",0.0653016048699502,65.3016048699502
"534","2005","21",1,1455,23773,"Inner",0.0612038867622934,61.2038867622934
"535","2005","22",0,2030,29766,"Outer",0.0681986158704562,68.1986158704562
"536","2005","22",1,1604,25078,"Inner",0.0639604434165404,63.9604434165404
"537","2005","23",0,2308,32684,"Outer",0.0706155917268388,70.6155917268388
"538","2005","23",1,1835,29091,"Inner",0.0630779278814754,63.0779278814754
"539","2005","24",0,2626,36266,"Outer",0.0724094192907958,72.4094192907958
"540","2005","24",1,1965,34174,"Inner",0.0574998536899397,57.4998536899397
"541","2005","25",0,2940,37664,"Outer",0.0780586236193713,78.0586236193713
"542","2005","25",1,2117,37148,"Inner",0.056988263163562,56.988263163562
"543","2005","26",0,3302,38015,"Outer",0.0868604498224385,86.8604498224385
"544","2005","26",1,2255,38675,"Inner",0.0583063994828701,58.3063994828701
"545","2005","27",0,3357,36964,"Outer",0.0908180932799481,90.8180932799481
"546","2005","27",1,2327,38049,"Inner",0.0611579804988305,61.1579804988305
"547","2005","28",0,3766,36635,"Outer",0.102797870888495,102.797870888495
"548","2005","28",1,2480,37831,"Inner",0.0655547038143322,65.5547038143322
"549","2005","29",0,3968,37012,"Outer",0.107208472927699,107.208472927699
"550","2005","29",1,2767,36308,"Inner",0.076209099922882,76.209099922882
"551","2005","30",0,4183,37638,"Outer",0.111137680004251,111.137680004251
"552","2005","30",1,2950,35617,"Inner",0.0828256169806553,82.8256169806553
"553","2005","31",0,4478,37279,"Outer",0.120121247887551,120.121247887551
"554","2005","31",1,2989,33394,"Inner",0.0895070970833084,89.5070970833084
"555","2005","32",0,4236,38112,"Outer",0.111146095717884,111.146095717884
"556","2005","32",1,3050,32402,"Inner",0.094129991975804,94.129991975804
"557","2005","33",0,4143,38757,"Outer",0.106896818639214,106.896818639214
"558","2005","33",1,3044,30965,"Inner",0.0983045373809139,98.3045373809139
"559","2005","34",0,3732,38412,"Outer",0.0971571383942518,97.1571383942518
"560","2005","34",1,2950,29572,"Inner",0.0997565264439334,99.7565264439334
"561","2005","35",0,3521,38059,"Outer",0.0925142541842928,92.5142541842928
"562","2005","35",1,2646,27592,"Inner",0.0958973615540736,95.8973615540737
"563","2005","36",0,2825,38677,"Outer",0.073040825296688,73.040825296688
"564","2005","36",1,2342,27257,"Inner",0.0859228821953993,85.9228821953993
"565","2005","37",0,2448,38448,"Outer",0.0636704119850187,63.6704119850187
"566","2005","37",1,1925,26552,"Inner",0.0724992467610726,72.4992467610726
"567","2005","38",0,1907,38926,"Outer",0.0489903920258953,48.9903920258953
"568","2005","38",1,1513,25667,"Inner",0.0589472863988779,58.9472863988779
"569","2005","39",0,1552,39299,"Outer",0.0394920990355989,39.4920990355989
"570","2005","39",1,1258,24958,"Inner",0.0504046798621684,50.4046798621684
"571","2005","42",0,2928,182803,"Outer",0.0160172426054277,16.0172426054277
"572","2005","42",1,2488,110784,"Inner",0.0224581166955517,22.4581166955517
"573","2006","17",0,2933,141555,"Outer",0.0207198615379181,20.7198615379181
"574","2006","17",1,2146,83092,"Inner",0.0258267943965725,25.8267943965725
"575","2006","20",0,1750,26259,"Outer",0.0666438173578583,66.6438173578583
"576","2006","20",1,1333,22983,"Inner",0.0579993908541096,57.9993908541096
"577","2006","21",0,1811,28539,"Outer",0.0634570237219244,63.4570237219244
"578","2006","21",1,1515,25097,"Inner",0.06036578077061,60.36578077061
"579","2006","22",0,2169,30862,"Outer",0.0702806039790033,70.2806039790033
"580","2006","22",1,1656,26366,"Inner",0.0628081620268528,62.8081620268528
"581","2006","23",0,2451,33715,"Outer",0.0726976123387216,72.6976123387216
"582","2006","23",1,1844,29819,"Inner",0.0618397665917703,61.8397665917703
"583","2006","24",0,2757,35983,"Outer",0.076619514770864,76.619514770864
"584","2006","24",1,2020,33920,"Inner",0.0595518867924528,59.5518867924528
"585","2006","25",0,3164,38083,"Outer",0.0830816899929102,83.0816899929102
"586","2006","25",1,2197,37292,"Inner",0.058913439879867,58.913439879867
"587","2006","26",0,3561,39090,"Outer",0.0910974673829624,91.0974673829624
"588","2006","26",1,2341,39221,"Inner",0.0596874123556258,59.6874123556258
"589","2006","27",0,3717,38931,"Outer",0.095476612468213,95.476612468213
"590","2006","27",1,2383,39924,"Inner",0.0596884079751528,59.6884079751528
"591","2006","28",0,3806,37637,"Outer",0.101123894040439,101.123894040439
"592","2006","28",1,2540,38332,"Inner",0.0662631743712825,66.2631743712825
"593","2006","29",0,4231,37194,"Outer",0.113754906705383,113.754906705383
"594","2006","29",1,2795,37565,"Inner",0.0744043657660056,74.4043657660056
"595","2006","30",0,4217,37618,"Outer",0.112100590143017,112.100590143017
"596","2006","30",1,3024,36345,"Inner",0.0832026413536938,83.2026413536938
"597","2006","31",0,4540,38125,"Outer",0.119081967213115,119.081967213115
"598","2006","31",1,3132,34997,"Inner",0.0894933851472983,89.4933851472983
"599","2006","32",0,4225,37566,"Outer",0.112468721716446,112.468721716446
"600","2006","32",1,3246,32719,"Inner",0.0992084110150066,99.2084110150066
"601","2006","33",0,4166,38296,"Outer",0.108784207227909,108.784207227909
"602","2006","33",1,3186,31439,"Inner",0.101339101116448,101.339101116448
"603","2006","34",0,3980,38785,"Outer",0.102616991104809,102.616991104809
"604","2006","34",1,3028,30003,"Inner",0.100923241009232,100.923241009232
"605","2006","35",0,3671,38231,"Outer",0.0960215531898198,96.0215531898198
"606","2006","35",1,2845,28391,"Inner",0.100207812334895,100.207812334895
"607","2006","36",0,3115,37772,"Outer",0.082468495181616,82.468495181616
"608","2006","36",1,2451,26582,"Inner",0.0922052516740652,92.2052516740652
"609","2006","37",0,2555,38450,"Outer",0.0664499349804941,66.4499349804941
"610","2006","37",1,2060,26242,"Inner",0.0785001143205548,78.5001143205548
"611","2006","38",0,1970,38232,"Outer",0.0515275162167818,51.5275162167818
"612","2006","38",1,1664,25660,"Inner",0.0648480124707716,64.8480124707716
"613","2006","39",0,1673,38590,"Outer",0.0433532003109614,43.3532003109614
"614","2006","39",1,1337,24813,"Inner",0.0538830451779309,53.8830451779309
"615","2006","42",0,3043,186086,"Outer",0.0163526541491568,16.3526541491568
"616","2006","42",1,2650,112456,"Inner",0.0235647719997154,23.5647719997154
"617","2007","17",0,2937,144562,"Outer",0.0203165423831989,20.3165423831989
"618","2007","17",1,2094,83006,"Inner",0.0252270920174445,25.2270920174445
"619","2007","20",0,1601,26264,"Outer",0.0609579652756625,60.9579652756625
"620","2007","20",1,1149,23254,"Inner",0.0494108540466156,49.4108540466156
"621","2007","21",0,1890,28776,"Outer",0.0656797331109258,65.6797331109258
"622","2007","21",1,1503,25065,"Inner",0.0599640933572711,59.9640933572711
"623","2007","22",0,2336,32254,"Outer",0.0724251255658213,72.4251255658213
"624","2007","22",1,1638,27563,"Inner",0.0594274933788049,59.4274933788049
"625","2007","23",0,2505,34222,"Outer",0.073198527263164,73.198527263164
"626","2007","23",1,1748,30927,"Inner",0.0565201927118699,56.5201927118699
"627","2007","24",0,2924,36830,"Outer",0.0793918001629107,79.3918001629107
"628","2007","24",1,1946,34837,"Inner",0.0558601486924821,55.8601486924821
"629","2007","25",0,3206,38171,"Outer",0.08399046396479,83.99046396479
"630","2007","25",1,2113,37505,"Inner",0.0563391547793628,56.3391547793628
"631","2007","26",0,3551,39856,"Outer",0.0890957446808511,89.0957446808511
"632","2007","26",1,2309,39935,"Inner",0.0578189558031802,57.8189558031802
"633","2007","27",0,4150,40478,"Outer",0.102524828301794,102.524828301794
"634","2007","27",1,2471,40884,"Inner",0.0604392916544369,60.4392916544369
"635","2007","28",0,4347,40156,"Outer",0.108252814025301,108.252814025301
"636","2007","28",1,2738,40535,"Inner",0.0675465646971753,67.5465646971753
"637","2007","29",0,4485,38361,"Outer",0.116915617423946,116.915617423946
"638","2007","29",1,2759,38124,"Inner",0.0723691113209527,72.3691113209527
"639","2007","30",0,4600,37382,"Outer",0.1230538761971,123.0538761971
"640","2007","30",1,3041,36438,"Inner",0.0834568307810527,83.4568307810527
"641","2007","31",0,4658,37751,"Outer",0.123387459934836,123.387459934836
"642","2007","31",1,3226,34914,"Inner",0.0923984647992209,92.3984647992209
"643","2007","32",0,4755,38042,"Outer",0.124993428316072,124.993428316072
"644","2007","32",1,3342,33581,"Inner",0.0995205622226854,99.5205622226854
"645","2007","33",0,4447,37289,"Outer",0.11925768993537,119.25768993537
"646","2007","33",1,3272,31320,"Inner",0.104469987228608,104.469987228608
"647","2007","34",0,4065,38131,"Outer",0.106606173454669,106.606173454669
"648","2007","34",1,3085,29981,"Inner",0.102898502384844,102.898502384844
"649","2007","35",0,3725,38513,"Outer",0.0967205878534521,96.7205878534521
"650","2007","35",1,2880,28835,"Inner",0.0998786197329634,99.8786197329634
"651","2007","36",0,3259,38100,"Outer",0.0855380577427822,85.5380577427822
"652","2007","36",1,2586,27308,"Inner",0.0946975245349348,94.6975245349348
"653","2007","37",0,2694,37672,"Outer",0.0715119983011255,71.5119983011255
"654","2007","37",1,2138,25652,"Inner",0.0833463277717137,83.3463277717137
"655","2007","38",0,2152,38186,"Outer",0.0563557324673964,56.3557324673964
"656","2007","38",1,1782,25346,"Inner",0.0703069517872643,70.3069517872643
"657","2007","39",0,1696,38094,"Outer",0.0445214469470258,44.5214469470258
"658","2007","39",1,1418,24855,"Inner",0.0570508951921143,57.0508951921143
"659","2007","42",0,3324,188960,"Outer",0.0175910245554615,17.5910245554615
"660","2007","42",1,2963,114723,"Inner",0.0258274278043636,25.8274278043636
"661","2008","17",0,2874,146518,"Outer",0.0196153373646924,19.6153373646924
"662","2008","17",1,1983,82835,"Inner",0.0239391561537997,23.9391561537997
"663","2008","20",0,1584,27496,"Outer",0.0576083794006401,57.6083794006401
"664","2008","20",1,1200,23834,"Inner",0.0503482420072166,50.3482420072166
"665","2008","21",0,1943,29211,"Outer",0.0665160384786553,66.5160384786553
"666","2008","21",1,1377,25754,"Inner",0.053467422536305,53.467422536305
"667","2008","22",0,2287,32698,"Outer",0.0699431157868983,69.9431157868983
"668","2008","22",1,1606,27837,"Inner",0.0576929985271401,57.6929985271401
"669","2008","23",0,2650,35715,"Outer",0.0741985160296794,74.1985160296794
"670","2008","23",1,1759,32364,"Inner",0.0543505129155852,54.3505129155852
"671","2008","24",0,2910,37211,"Outer",0.0782026820026336,78.2026820026336
"672","2008","24",1,1919,35604,"Inner",0.0538984383777104,53.8984383777104
"673","2008","25",0,3303,38904,"Outer",0.084901295496607,84.901295496607
"674","2008","25",1,2149,38264,"Inner",0.0561624503449718,56.1624503449718
"675","2008","26",0,3725,40006,"Outer",0.0931110333449982,93.1110333449982
"676","2008","26",1,2373,40045,"Inner",0.0592583343738294,59.2583343738294
"677","2008","27",0,4140,41508,"Outer",0.0997398091934085,99.7398091934085
"678","2008","27",1,2499,41377,"Inner",0.0603958721028591,60.3958721028591
"679","2008","28",0,4506,41755,"Outer",0.107915219734164,107.915219734164
"680","2008","28",1,2655,41470,"Inner",0.0640221847118399,64.0221847118399
"681","2008","29",0,4834,41222,"Outer",0.117267478530882,117.267478530882
"682","2008","29",1,2907,40149,"Inner",0.0724052902936561,72.4052902936561
"683","2008","30",0,4692,39214,"Outer",0.119651144999235,119.651144999235
"684","2008","30",1,3101,37810,"Inner",0.0820153398571806,82.0153398571806
"685","2008","31",0,4744,38065,"Outer",0.124628924208591,124.628924208591
"686","2008","31",1,3418,35748,"Inner",0.0956137406288464,95.6137406288464
"687","2008","32",0,4569,38179,"Outer",0.119673118730192,119.673118730192
"688","2008","32",1,3318,34175,"Inner",0.0970885149963424,97.0885149963424
"689","2008","33",0,4475,38341,"Outer",0.116715787277327,116.715787277327
"690","2008","33",1,3380,32544,"Inner",0.103859390363815,103.859390363815
"691","2008","34",0,4208,37425,"Outer",0.112438209752839,112.438209752839
"692","2008","34",1,3197,30468,"Inner",0.104929762373638,104.929762373638
"693","2008","35",0,3846,38092,"Outer",0.10096608211698,100.96608211698
"694","2008","35",1,2821,28872,"Inner",0.0977071210861735,97.7071210861734
"695","2008","36",0,3397,38455,"Outer",0.0883370172929398,88.3370172929398
"696","2008","36",1,2630,27825,"Inner",0.0945193171608266,94.5193171608266
"697","2008","37",0,2761,38069,"Outer",0.0725262024219181,72.5262024219181
"698","2008","37",1,2234,26415,"Inner",0.0845731591898543,84.5731591898543
"699","2008","38",0,2253,37509,"Outer",0.0600655842597777,60.0655842597777
"700","2008","38",1,1772,24894,"Inner",0.0711818108781232,71.1818108781232
"701","2008","39",0,1711,38030,"Outer",0.0449907967394163,44.9907967394162
"702","2008","39",1,1475,24641,"Inner",0.0598595836207946,59.8595836207946
"703","2008","42",0,3495,188490,"Outer",0.0185420977240172,18.5420977240172
"704","2008","42",1,2973,114105,"Inner",0.0260549493887209,26.0549493887209
"705","2009","17",0,2790,148269,"Outer",0.0188171499099609,18.8171499099609
"706","2009","17",1,1792,83473,"Inner",0.0214680195991518,21.4680195991518
"707","2009","20",0,1578,27395,"Outer",0.0576017521445519,57.6017521445519
"708","2009","20",1,1108,22812,"Inner",0.0485709275819744,48.5709275819744
"709","2009","21",0,1947,29995,"Outer",0.064910818469745,64.910818469745
"710","2009","21",1,1324,26030,"Inner",0.050864387245486,50.864387245486
"711","2009","22",0,2350,32604,"Outer",0.0720770457612563,72.0770457612563
"712","2009","22",1,1592,28442,"Inner",0.0559735602278321,55.9735602278321
"713","2009","23",0,2559,35751,"Outer",0.0715784173869262,71.5784173869262
"714","2009","23",1,1698,32113,"Inner",0.0528757823934232,52.8757823934232
"715","2009","24",0,2917,37940,"Outer",0.0768845545598313,76.8845545598313
"716","2009","24",1,1963,36960,"Inner",0.0531114718614719,53.1114718614719
"717","2009","25",0,3395,38871,"Outer",0.0873401764811814,87.3401764811813
"718","2009","25",1,2118,38661,"Inner",0.0547838907426088,54.7838907426088
"719","2009","26",0,3712,40496,"Outer",0.0916633741604109,91.6633741604109
"720","2009","26",1,2324,40715,"Inner",0.0570797003561341,57.0797003561341
"721","2009","27",0,4068,41373,"Outer",0.0983249945616707,98.3249945616706
"722","2009","27",1,2413,41452,"Inner",0.0582119077487214,58.2119077487214
"723","2009","28",0,4584,42519,"Outer",0.107810625837861,107.810625837861
"724","2009","28",1,2756,42015,"Inner",0.0655956206116863,65.5956206116863
"725","2009","29",0,4961,42645,"Outer",0.116332512604057,116.332512604057
"726","2009","29",1,3071,41415,"Inner",0.0741518773391283,74.1518773391283
"727","2009","30",0,5117,41898,"Outer",0.122129934603084,122.129934603084
"728","2009","30",1,3188,39592,"Inner",0.0805213174378662,80.5213174378662
"729","2009","31",0,4892,39526,"Outer",0.12376663462025,123.76663462025
"730","2009","31",1,3361,36694,"Inner",0.0915953561890227,91.5953561890227
"731","2009","32",0,4657,38489,"Outer",0.120995609135078,120.995609135078
"732","2009","32",1,3437,34569,"Inner",0.0994243397263444,99.4243397263444
"733","2009","33",0,4537,38404,"Outer",0.11813873554838,118.13873554838
"734","2009","33",1,3447,32989,"Inner",0.104489375246294,104.489375246294
