"","Month","New_date","Region","Price","New_region","Final_date","highlight_flag","Region_factor","label"
"280","Aug-17","01/08/2017","North.East",552,"North East",2017-08-01,FALSE,"North East",NA
"281","Aug-17","01/08/2017","North.West",624,"North West",2017-08-01,FALSE,"North West",NA
"282","Aug-17","01/08/2017","Yorkshire.and.the.Humber",606,"Yorkshire and the Humber",2017-08-01,FALSE,"Yorkshire and the Humber",NA
"283","Aug-17","01/08/2017","East.Midlands",606,"East Midlands",2017-08-01,FALSE,"East Midlands",NA
"284","Aug-17","01/08/2017","West.Midlands",663,"West Midlands",2017-08-01,FALSE,"West Midlands",NA
"285","Aug-17","01/08/2017","East",902,"East",2017-08-01,TRUE,"East",NA
"286","Aug-17","01/08/2017","London",1707,"London",2017-08-01,TRUE,"London",NA
"287","Aug-17","01/08/2017","South.East",1022,"South East",2017-08-01,TRUE,"South East",NA
"288","Aug-17","01/08/2017","South.West",849,"South West",2017-08-01,FALSE,"South West",NA
"289","Sep-17","01/09/2017","North.East",552,"North East",2017-09-01,FALSE,"North East",NA
"290","Sep-17","01/09/2017","North.West",626,"North West",2017-09-01,FALSE,"North West",NA
"291","Sep-17","01/09/2017","Yorkshire.and.the.Humber",607,"Yorkshire and the Humber",2017-09-01,FALSE,"Yorkshire and the Humber",NA
"292","Sep-17","01/09/2017","East.Midlands",608,"East Midlands",2017-09-01,FALSE,"East Midlands",NA
"293","Sep-17","01/09/2017","West.Midlands",665,"West Midlands",2017-09-01,FALSE,"West Midlands",NA
"294","Sep-17","01/09/2017","East",905,"East",2017-09-01,TRUE,"East",NA
"295","Sep-17","01/09/2017","London",1702,"London",2017-09-01,TRUE,"London",NA
"296","Sep-17","01/09/2017","South.East",1023,"South East",2017-09-01,TRUE,"South East",NA
"297","Sep-17","01/09/2017","South.West",852,"South West",2017-09-01,FALSE,"South West",NA
"298","Oct-17","01/10/2017","North.East",552,"North East",2017-10-01,FALSE,"North East",NA
"299","Oct-17","01/10/2017","North.West",627,"North West",2017-10-01,FALSE,"North West",NA
"300","Oct-17","01/10/2017","Yorkshire.and.the.Humber",608,"Yorkshire and the Humber",2017-10-01,FALSE,"Yorkshire and the Humber",NA
"301","Oct-17","01/10/2017","East.Midlands",610,"East Midlands",2017-10-01,FALSE,"East Midlands",NA
"302","Oct-17","01/10/2017","West.Midlands",665,"West Midlands",2017-10-01,FALSE,"West Midlands",NA
"303","Oct-17","01/10/2017","East",908,"East",2017-10-01,TRUE,"East",NA
"304","Oct-17","01/10/2017","London",1701,"London",2017-10-01,TRUE,"London",NA
"305","Oct-17","01/10/2017","South.East",1024,"South East",2017-10-01,TRUE,"South East",NA
"306","Oct-17","01/10/2017","South.West",853,"South West",2017-10-01,FALSE,"South West",NA
"307","Nov-17","01/11/2017","North.East",552,"North East",2017-11-01,FALSE,"North East",NA
"308","Nov-17","01/11/2017","North.West",630,"North West",2017-11-01,FALSE,"North West",NA
"309","Nov-17","01/11/2017","Yorkshire.and.the.Humber",609,"Yorkshire and the Humber",2017-11-01,FALSE,"Yorkshire and the Humber",NA
"310","Nov-17","01/11/2017","East.Midlands",613,"East Midlands",2017-11-01,FALSE,"East Midlands",NA
"311","Nov-17","01/11/2017","West.Midlands",665,"West Midlands",2017-11-01,FALSE,"West Midlands",NA
"312","Nov-17","01/11/2017","East",908,"East",2017-11-01,TRUE,"East",NA
"313","Nov-17","01/11/2017","London",1700,"London",2017-11-01,TRUE,"London",NA
"314","Nov-17","01/11/2017","South.East",1024,"South East",2017-11-01,TRUE,"South East",NA
"315","Nov-17","01/11/2017","South.West",856,"South West",2017-11-01,FALSE,"South West",NA
"316","Dec-17","01/12/2017","North.East",553,"North East",2017-12-01,FALSE,"North East",NA
"317","Dec-17","01/12/2017","North.West",632,"North West",2017-12-01,FALSE,"North West",NA
"318","Dec-17","01/12/2017","Yorkshire.and.the.Humber",610,"Yorkshire and the Humber",2017-12-01,FALSE,"Yorkshire and the Humber",NA
"319","Dec-17","01/12/2017","East.Midlands",614,"East Midlands",2017-12-01,FALSE,"East Midlands",NA
"320","Dec-17","01/12/2017","West.Midlands",667,"West Midlands",2017-12-01,FALSE,"West Midlands",NA
"321","Dec-17","01/12/2017","East",911,"East",2017-12-01,TRUE,"East",NA
"322","Dec-17","01/12/2017","London",1700,"London",2017-12-01,TRUE,"London",NA
"323","Dec-17","01/12/2017","South.East",1026,"South East",2017-12-01,TRUE,"South East",NA
"324","Dec-17","01/12/2017","South.West",858,"South West",2017-12-01,FALSE,"South West",NA
"325","Jan-18","01/01/2018","North.East",552,"North East",2018-01-01,FALSE,"North East",NA
"326","Jan-18","01/01/2018","North.West",633,"North West",2018-01-01,FALSE,"North West",NA
"327","Jan-18","01/01/2018","Yorkshire.and.the.Humber",610,"Yorkshire and the Humber",2018-01-01,FALSE,"Yorkshire and the Humber",NA
"328","Jan-18","01/01/2018","East.Midlands",615,"East Midlands",2018-01-01,FALSE,"East Midlands",NA
"329","Jan-18","01/01/2018","West.Midlands",668,"West Midlands",2018-01-01,FALSE,"West Midlands",NA
"330","Jan-18","01/01/2018","East",911,"East",2018-01-01,TRUE,"East",NA
"331","Jan-18","01/01/2018","London",1694,"London",2018-01-01,TRUE,"London",NA
"332","Jan-18","01/01/2018","South.East",1026,"South East",2018-01-01,TRUE,"South East",NA
"333","Jan-18","01/01/2018","South.West",858,"South West",2018-01-01,FALSE,"South West",NA
"334","Feb-18","01/02/2018","North.East",552,"North East",2018-02-01,FALSE,"North East",NA
"335","Feb-18","01/02/2018","North.West",634,"North West",2018-02-01,FALSE,"North West",NA
"336","Feb-18","01/02/2018","Yorkshire.and.the.Humber",610,"Yorkshire and the Humber",2018-02-01,FALSE,"Yorkshire and the Humber",NA
"337","Feb-18","01/02/2018","East.Midlands",617,"East Midlands",2018-02-01,FALSE,"East Midlands",NA
"338","Feb-18","01/02/2018","West.Midlands",669,"West Midlands",2018-02-01,FALSE,"West Midlands",NA
"339","Feb-18","01/02/2018","East",914,"East",2018-02-01,TRUE,"East",NA
"340","Feb-18","01/02/2018","London",1691,"London",2018-02-01,TRUE,"London",NA
"341","Feb-18","01/02/2018","South.East",1027,"South East",2018-02-01,TRUE,"South East",NA
"342","Feb-18","01/02/2018","South.West",859,"South West",2018-02-01,FALSE,"South West",NA
"343","Mar-18","01/03/2018","North.East",553,"North East",2018-03-01,FALSE,"North East",NA
"344","Mar-18","01/03/2018","North.West",634,"North West",2018-03-01,FALSE,"North West",NA
"345","Mar-18","01/03/2018","Yorkshire.and.the.Humber",611,"Yorkshire and the Humber",2018-03-01,FALSE,"Yorkshire and the Humber",NA
"346","Mar-18","01/03/2018","East.Midlands",618,"East Midlands",2018-03-01,FALSE,"East Midlands",NA
"347","Mar-18","01/03/2018","West.Midlands",670,"West Midlands",2018-03-01,FALSE,"West Midlands",NA
"348","Mar-18","01/03/2018","East",915,"East",2018-03-01,TRUE,"East",NA
"349","Mar-18","01/03/2018","London",1684,"London",2018-03-01,TRUE,"London",NA
"350","Mar-18","01/03/2018","South.East",1028,"South East",2018-03-01,TRUE,"South East",NA
"351","Mar-18","01/03/2018","South.West",859,"South West",2018-03-01,FALSE,"South West",NA
"352","Apr-18","01/04/2018","North.East",552,"North East",2018-04-01,FALSE,"North East",NA
"353","Apr-18","01/04/2018","North.West",635,"North West",2018-04-01,FALSE,"North West",NA
"354","Apr-18","01/04/2018","Yorkshire.and.the.Humber",612,"Yorkshire and the Humber",2018-04-01,FALSE,"Yorkshire and the Humber",NA
"355","Apr-18","01/04/2018","East.Midlands",619,"East Midlands",2018-04-01,FALSE,"East Midlands",NA
"356","Apr-18","01/04/2018","West.Midlands",673,"West Midlands",2018-04-01,FALSE,"West Midlands",NA
"357","Apr-18","01/04/2018","East",916,"East",2018-04-01,TRUE,"East",NA
"358","Apr-18","01/04/2018","London",1681,"London",2018-04-01,TRUE,"London",NA
"359","Apr-18","01/04/2018","South.East",1029,"South East",2018-04-01,TRUE,"South East",NA
"360","Apr-18","01/04/2018","South.West",861,"South West",2018-04-01,FALSE,"South West",NA
"361","May-18","01/05/2018","North.East",551,"North East",2018-05-01,FALSE,"North East",NA
"362","May-18","01/05/2018","North.West",637,"North West",2018-05-01,FALSE,"North West",NA
"363","May-18","01/05/2018","Yorkshire.and.the.Humber",613,"Yorkshire and the Humber",2018-05-01,FALSE,"Yorkshire and the Humber",NA
"364","May-18","01/05/2018","East.Midlands",622,"East Midlands",2018-05-01,FALSE,"East Midlands",NA
"365","May-18","01/05/2018","West.Midlands",674,"West Midlands",2018-05-01,FALSE,"West Midlands",NA
"366","May-18","01/05/2018","East",916,"East",2018-05-01,TRUE,"East",NA
"367","May-18","01/05/2018","London",1678,"London",2018-05-01,TRUE,"London",NA
"368","May-18","01/05/2018","South.East",1029,"South East",2018-05-01,TRUE,"South East",NA
"369","May-18","01/05/2018","South.West",862,"South West",2018-05-01,FALSE,"South West",NA
"370","Jun-18","01/06/2018","North.East",553,"North East",2018-06-01,FALSE,"North East",NA
"371","Jun-18","01/06/2018","North.West",637,"North West",2018-06-01,FALSE,"North West",NA
"372","Jun-18","01/06/2018","Yorkshire.and.the.Humber",613,"Yorkshire and the Humber",2018-06-01,FALSE,"Yorkshire and the Humber",NA
"373","Jun-18","01/06/2018","East.Midlands",624,"East Midlands",2018-06-01,FALSE,"East Midlands",NA
"374","Jun-18","01/06/2018","West.Midlands",674,"West Midlands",2018-06-01,FALSE,"West Midlands",NA
"375","Jun-18","01/06/2018","East",917,"East",2018-06-01,TRUE,"East",NA
"376","Jun-18","01/06/2018","London",1683,"London",2018-06-01,TRUE,"London",NA
"377","Jun-18","01/06/2018","South.East",1030,"South East",2018-06-01,TRUE,"South East",NA
"378","Jun-18","01/06/2018","South.West",863,"South West",2018-06-01,FALSE,"South West",NA
"379","Jul-18","01/07/2018","North.East",553,"North East",2018-07-01,FALSE,"North East",NA
"380","Jul-18","01/07/2018","North.West",638,"North West",2018-07-01,FALSE,"North West",NA
"381","Jul-18","01/07/2018","Yorkshire.and.the.Humber",613,"Yorkshire and the Humber",2018-07-01,FALSE,"Yorkshire and the Humber",NA
"382","Jul-18","01/07/2018","East.Midlands",624,"East Midlands",2018-07-01,FALSE,"East Midlands",NA
"383","Jul-18","01/07/2018","West.Midlands",676,"West Midlands",2018-07-01,FALSE,"West Midlands",NA
"384","Jul-18","01/07/2018","East",919,"East",2018-07-01,TRUE,"East",NA
"385","Jul-18","01/07/2018","London",1683,"London",2018-07-01,TRUE,"London",NA
"386","Jul-18","01/07/2018","South.East",1033,"South East",2018-07-01,TRUE,"South East",NA
"387","Jul-18","01/07/2018","South.West",864,"South West",2018-07-01,FALSE,"South West",NA
"388","Aug-18","01/08/2018","North.East",554,"North East",2018-08-01,FALSE,"North East",NA
"389","Aug-18","01/08/2018","North.West",640,"North West",2018-08-01,FALSE,"North West",NA
"390","Aug-18","01/08/2018","Yorkshire.and.the.Humber",614,"Yorkshire and the Humber",2018-08-01,FALSE,"Yorkshire and the Humber",NA
"391","Aug-18","01/08/2018","East.Midlands",626,"East Midlands",2018-08-01,FALSE,"East Midlands",NA
"392","Aug-18","01/08/2018","West.Midlands",676,"West Midlands",2018-08-01,FALSE,"West Midlands",NA
"393","Aug-18","01/08/2018","East",920,"East",2018-08-01,TRUE,"East",NA
"394","Aug-18","01/08/2018","London",1685,"London",2018-08-01,TRUE,"London",NA
"395","Aug-18","01/08/2018","South.East",1034,"South East",2018-08-01,TRUE,"South East",NA
"396","Aug-18","01/08/2018","South.West",867,"South West",2018-08-01,FALSE,"South West",NA
"397","Sep-18","01/09/2018","North.East",554,"North East",2018-09-01,FALSE,"North East",NA
"398","Sep-18","01/09/2018","North.West",641,"North West",2018-09-01,FALSE,"North West",NA
"399","Sep-18","01/09/2018","Yorkshire.and.the.Humber",616,"Yorkshire and the Humber",2018-09-01,FALSE,"Yorkshire and the Humber",NA
"400","Sep-18","01/09/2018","East.Midlands",634,"East Midlands",2018-09-01,FALSE,"East Midlands",NA
"401","Sep-18","01/09/2018","West.Midlands",678,"West Midlands",2018-09-01,FALSE,"West Midlands",NA
"402","Sep-18","01/09/2018","East",922,"East",2018-09-01,TRUE,"East",NA
"403","Sep-18","01/09/2018","London",1685,"London",2018-09-01,TRUE,"London",NA
"404","Sep-18","01/09/2018","South.East",1035,"South East",2018-09-01,TRUE,"South East",NA
"405","Sep-18","01/09/2018","South.West",867,"South West",2018-09-01,FALSE,"South West",NA
"406","Oct-18","01/10/2018","North.East",556,"North East",2018-10-01,FALSE,"North East",NA
"407","Oct-18","01/10/2018","North.West",642,"North West",2018-10-01,FALSE,"North West",NA
"408","Oct-18","01/10/2018","Yorkshire.and.the.Humber",616,"Yorkshire and the Humber",2018-10-01,FALSE,"Yorkshire and the Humber",NA
"409","Oct-18","01/10/2018","East.Midlands",637,"East Midlands",2018-10-01,FALSE,"East Midlands",NA
"410","Oct-18","01/10/2018","West.Midlands",681,"West Midlands",2018-10-01,FALSE,"West Midlands",NA
"411","Oct-18","01/10/2018","East",923,"East",2018-10-01,TRUE,"East",NA
"412","Oct-18","01/10/2018","London",1689,"London",2018-10-01,TRUE,"London",NA
"413","Oct-18","01/10/2018","South.East",1037,"South East",2018-10-01,TRUE,"South East",NA
"414","Oct-18","01/10/2018","South.West",869,"South West",2018-10-01,FALSE,"South West",NA
"415","Nov-18","01/11/2018","North.East",555,"North East",2018-11-01,FALSE,"North East",NA
"416","Nov-18","01/11/2018","North.West",643,"North West",2018-11-01,FALSE,"North West",NA
"417","Nov-18","01/11/2018","Yorkshire.and.the.Humber",618,"Yorkshire and the Humber",2018-11-01,FALSE,"Yorkshire and the Humber",NA
"418","Nov-18","01/11/2018","East.Midlands",642,"East Midlands",2018-11-01,FALSE,"East Midlands",NA
"419","Nov-18","01/11/2018","West.Midlands",682,"West Midlands",2018-11-01,FALSE,"West Midlands",NA
"420","Nov-18","01/11/2018","East",925,"East",2018-11-01,TRUE,"East",NA
"421","Nov-18","01/11/2018","London",1691,"London",2018-11-01,TRUE,"London",NA
"422","Nov-18","01/11/2018","South.East",1039,"South East",2018-11-01,TRUE,"South East",NA
"423","Nov-18","01/11/2018","South.West",871,"South West",2018-11-01,FALSE,"South West",NA
"424","Dec-18","01/12/2018","North.East",555,"North East",2018-12-01,FALSE,"North East",NA
"425","Dec-18","01/12/2018","North.West",642,"North West",2018-12-01,FALSE,"North West",NA
"426","Dec-18","01/12/2018","Yorkshire.and.the.Humber",618,"Yorkshire and the Humber",2018-12-01,FALSE,"Yorkshire and the Humber",NA
"427","Dec-18","01/12/2018","East.Midlands",642,"East Midlands",2018-12-01,FALSE,"East Midlands",NA
"428","Dec-18","01/12/2018","West.Midlands",683,"West Midlands",2018-12-01,FALSE,"West Midlands",NA
"429","Dec-18","01/12/2018","East",925,"East",2018-12-01,TRUE,"East",NA
"430","Dec-18","01/12/2018","London",1696,"London",2018-12-01,TRUE,"London",NA
"431","Dec-18","01/12/2018","South.East",1041,"South East",2018-12-01,TRUE,"South East",NA
"432","Dec-18","01/12/2018","South.West",873,"South West",2018-12-01,FALSE,"South West",NA
"433","Jan-19","01/01/2019","North.East",555,"North East",2019-01-01,FALSE,"North East",NA
"434","Jan-19","01/01/2019","North.West",642,"North West",2019-01-01,FALSE,"North West",NA
"435","Jan-19","01/01/2019","Yorkshire.and.the.Humber",620,"Yorkshire and the Humber",2019-01-01,FALSE,"Yorkshire and the Humber",NA
"436","Jan-19","01/01/2019","East.Midlands",644,"East Midlands",2019-01-01,FALSE,"East Midlands",NA
"437","Jan-19","01/01/2019","West.Midlands",684,"West Midlands",2019-01-01,FALSE,"West Midlands",NA
"438","Jan-19","01/01/2019","East",927,"East",2019-01-01,TRUE,"East",NA
"439","Jan-19","01/01/2019","London",1698,"London",2019-01-01,TRUE,"London",NA
"440","Jan-19","01/01/2019","South.East",1042,"South East",2019-01-01,TRUE,"South East",NA
"441","Jan-19","01/01/2019","South.West",873,"South West",2019-01-01,FALSE,"South West",NA
"442","Feb-19","01/02/2019","North.East",555,"North East",2019-02-01,FALSE,"North East",NA
"443","Feb-19","01/02/2019","North.West",642,"North West",2019-02-01,FALSE,"North West",NA
"444","Feb-19","01/02/2019","Yorkshire.and.the.Humber",621,"Yorkshire and the Humber",2019-02-01,FALSE,"Yorkshire and the Humber",NA
"445","Feb-19","01/02/2019","East.Midlands",644,"East Midlands",2019-02-01,FALSE,"East Midlands",NA
"446","Feb-19","01/02/2019","West.Midlands",685,"West Midlands",2019-02-01,FALSE,"West Midlands",NA
"447","Feb-19","01/02/2019","East",930,"East",2019-02-01,TRUE,"East",NA
"448","Feb-19","01/02/2019","London",1701,"London",2019-02-01,TRUE,"London",NA
"449","Feb-19","01/02/2019","South.East",1044,"South East",2019-02-01,TRUE,"South East",NA
"450","Feb-19","01/02/2019","South.West",874,"South West",2019-02-01,FALSE,"South West",NA
"451","Mar-19","01/03/2019","North.East",556,"North East",2019-03-01,FALSE,"North East",NA
"452","Mar-19","01/03/2019","North.West",643,"North West",2019-03-01,FALSE,"North West",NA
"453","Mar-19","01/03/2019","Yorkshire.and.the.Humber",622,"Yorkshire and the Humber",2019-03-01,FALSE,"Yorkshire and the Humber",NA
"454","Mar-19","01/03/2019","East.Midlands",645,"East Midlands",2019-03-01,FALSE,"East Midlands",NA
"455","Mar-19","01/03/2019","West.Midlands",685,"West Midlands",2019-03-01,FALSE,"West Midlands",NA
"456","Mar-19","01/03/2019","East",931,"East",2019-03-01,TRUE,"East",NA
"457","Mar-19","01/03/2019","London",1707,"London",2019-03-01,TRUE,"London",NA
"458","Mar-19","01/03/2019","South.East",1044,"South East",2019-03-01,TRUE,"South East",NA
"459","Mar-19","01/03/2019","South.West",875,"South West",2019-03-01,FALSE,"South West",NA
"460","Apr-19","01/04/2019","North.East",556,"North East",2019-04-01,FALSE,"North East",NA
"461","Apr-19","01/04/2019","North.West",645,"North West",2019-04-01,FALSE,"North West",NA
"462","Apr-19","01/04/2019","Yorkshire.and.the.Humber",623,"Yorkshire and the Humber",2019-04-01,FALSE,"Yorkshire and the Humber",NA
"463","Apr-19","01/04/2019","East.Midlands",646,"East Midlands",2019-04-01,FALSE,"East Midlands",NA
"464","Apr-19","01/04/2019","West.Midlands",687,"West Midlands",2019-04-01,FALSE,"West Midlands",NA
"465","Apr-19","01/04/2019","East",931,"East",2019-04-01,TRUE,"East",NA
"466","Apr-19","01/04/2019","London",1700,"London",2019-04-01,TRUE,"London",NA
"467","Apr-19","01/04/2019","South.East",1045,"South East",2019-04-01,TRUE,"South East",NA
"468","Apr-19","01/04/2019","South.West",876,"South West",2019-04-01,FALSE,"South West",NA
"469","May-19","01/05/2019","North.East",557,"North East",2019-05-01,FALSE,"North East",NA
"470","May-19","01/05/2019","North.West",645,"North West",2019-05-01,FALSE,"North West",NA
"471","May-19","01/05/2019","Yorkshire.and.the.Humber",624,"Yorkshire and the Humber",2019-05-01,FALSE,"Yorkshire and the Humber",NA
"472","May-19","01/05/2019","East.Midlands",648,"East Midlands",2019-05-01,FALSE,"East Midlands",NA
"473","May-19","01/05/2019","West.Midlands",687,"West Midlands",2019-05-01,FALSE,"West Midlands",NA
"474","May-19","01/05/2019","East",933,"East",2019-05-01,TRUE,"East",NA
"475","May-19","01/05/2019","London",1717,"London",2019-05-01,TRUE,"London",NA
"476","May-19","01/05/2019","South.East",1047,"South East",2019-05-01,TRUE,"South East",NA
"477","May-19","01/05/2019","South.West",879,"South West",2019-05-01,FALSE,"South West",NA
"478","Jun-19","01/06/2019","North.East",557,"North East",2019-06-01,FALSE,"North East",NA
"479","Jun-19","01/06/2019","North.West",646,"North West",2019-06-01,FALSE,"North West",NA
"480","Jun-19","01/06/2019","Yorkshire.and.the.Humber",625,"Yorkshire and the Humber",2019-06-01,FALSE,"Yorkshire and the Humber",NA
"481","Jun-19","01/06/2019","East.Midlands",648,"East Midlands",2019-06-01,FALSE,"East Midlands",NA
"482","Jun-19","01/06/2019","West.Midlands",686,"West Midlands",2019-06-01,FALSE,"West Midlands",NA
"483","Jun-19","01/06/2019","East",935,"East",2019-06-01,TRUE,"East",NA
"484","Jun-19","01/06/2019","London",1717,"London",2019-06-01,TRUE,"London",NA
"485","Jun-19","01/06/2019","South.East",1048,"South East",2019-06-01,TRUE,"South East",NA
"486","Jun-19","01/06/2019","South.West",880,"South West",2019-06-01,FALSE,"South West",NA
"487","Jul-19","01/07/2019","North.East",559,"North East",2019-07-01,FALSE,"North East",NA
"488","Jul-19","01/07/2019","North.West",647,"North West",2019-07-01,FALSE,"North West",NA
"489","Jul-19","01/07/2019","Yorkshire.and.the.Humber",626,"Yorkshire and the Humber",2019-07-01,FALSE,"Yorkshire and the Humber",NA
"490","Jul-19","01/07/2019","East.Midlands",649,"East Midlands",2019-07-01,FALSE,"East Midlands",NA
"491","Jul-19","01/07/2019","West.Midlands",687,"West Midlands",2019-07-01,FALSE,"West Midlands",NA
"492","Jul-19","01/07/2019","East",936,"East",2019-07-01,TRUE,"East",NA
"493","Jul-19","01/07/2019","London",1717,"London",2019-07-01,TRUE,"London",NA
"494","Jul-19","01/07/2019","South.East",1051,"South East",2019-07-01,TRUE,"South East",NA
"495","Jul-19","01/07/2019","South.West",881,"South West",2019-07-01,FALSE,"South West",NA
"496","Aug-19","01/08/2019","North.East",557,"North East",2019-08-01,FALSE,"North East",NA
"497","Aug-19","01/08/2019","North.West",648,"North West",2019-08-01,FALSE,"North West",NA
"498","Aug-19","01/08/2019","Yorkshire.and.the.Humber",627,"Yorkshire and the Humber",2019-08-01,FALSE,"Yorkshire and the Humber",NA
"499","Aug-19","01/08/2019","East.Midlands",650,"East Midlands",2019-08-01,FALSE,"East Midlands",NA
"500","Aug-19","01/08/2019","West.Midlands",689,"West Midlands",2019-08-01,FALSE,"West Midlands",NA
"501","Aug-19","01/08/2019","East",938,"East",2019-08-01,TRUE,"East",NA
"502","Aug-19","01/08/2019","London",1718,"London",2019-08-01,TRUE,"London",NA
"503","Aug-19","01/08/2019","South.East",1053,"South East",2019-08-01,TRUE,"South East",NA
"504","Aug-19","01/08/2019","South.West",881,"South West",2019-08-01,FALSE,"South West",NA
"505","Sep-19","01/09/2019","North.East",558,"North East",2019-09-01,FALSE,"North East",NA
"506","Sep-19","01/09/2019","North.West",649,"North West",2019-09-01,FALSE,"North West",NA
"507","Sep-19","01/09/2019","Yorkshire.and.the.Humber",631,"Yorkshire and the Humber",2019-09-01,FALSE,"Yorkshire and the Humber",NA
"508","Sep-19","01/09/2019","East.Midlands",652,"East Midlands",2019-09-01,FALSE,"East Midlands",NA
"509","Sep-19","01/09/2019","West.Midlands",692,"West Midlands",2019-09-01,FALSE,"West Midlands",NA
"510","Sep-19","01/09/2019","East",940,"East",2019-09-01,TRUE,"East",NA
"511","Sep-19","01/09/2019","London",1726,"London",2019-09-01,TRUE,"London",NA
"512","Sep-19","01/09/2019","South.East",1054,"South East",2019-09-01,TRUE,"South East",NA
"513","Sep-19","01/09/2019","South.West",884,"South West",2019-09-01,FALSE,"South West",NA
"514","Oct-19","01/10/2019","North.East",560,"North East",2019-10-01,FALSE,"North East",NA
"515","Oct-19","01/10/2019","North.West",650,"North West",2019-10-01,FALSE,"North West",NA
"516","Oct-19","01/10/2019","Yorkshire.and.the.Humber",632,"Yorkshire and the Humber",2019-10-01,FALSE,"Yorkshire and the Humber",NA
"517","Oct-19","01/10/2019","East.Midlands",655,"East Midlands",2019-10-01,FALSE,"East Midlands",NA
"518","Oct-19","01/10/2019","West.Midlands",695,"West Midlands",2019-10-01,FALSE,"West Midlands",NA
"519","Oct-19","01/10/2019","East",941,"East",2019-10-01,TRUE,"East",NA
"520","Oct-19","01/10/2019","London",1729,"London",2019-10-01,TRUE,"London",NA
"521","Oct-19","01/10/2019","South.East",1055,"South East",2019-10-01,TRUE,"South East",NA
"522","Oct-19","01/10/2019","South.West",885,"South West",2019-10-01,FALSE,"South West",NA
"523","Nov-19","01/11/2019","North.East",561,"North East",2019-11-01,FALSE,"North East",NA
"524","Nov-19","01/11/2019","North.West",651,"North West",2019-11-01,FALSE,"North West",NA
"525","Nov-19","01/11/2019","Yorkshire.and.the.Humber",634,"Yorkshire and the Humber",2019-11-01,FALSE,"Yorkshire and the Humber",NA
"526","Nov-19","01/11/2019","East.Midlands",656,"East Midlands",2019-11-01,FALSE,"East Midlands",NA
"527","Nov-19","01/11/2019","West.Midlands",696,"West Midlands",2019-11-01,FALSE,"West Midlands",NA
"528","Nov-19","01/11/2019","East",942,"East",2019-11-01,TRUE,"East",NA
"529","Nov-19","01/11/2019","London",1736,"London",2019-11-01,TRUE,"London",NA
"530","Nov-19","01/11/2019","South.East",1056,"South East",2019-11-01,TRUE,"South East",NA
"531","Nov-19","01/11/2019","South.West",887,"South West",2019-11-01,FALSE,"South West",NA
"532","Dec-19","01/12/2019","North.East",561,"North East",2019-12-01,FALSE,"North East",NA
"533","Dec-19","01/12/2019","North.West",651,"North West",2019-12-01,FALSE,"North West",NA
"534","Dec-19","01/12/2019","Yorkshire.and.the.Humber",636,"Yorkshire and the Humber",2019-12-01,FALSE,"Yorkshire and the Humber",NA
"535","Dec-19","01/12/2019","East.Midlands",656,"East Midlands",2019-12-01,FALSE,"East Midlands",NA
"536","Dec-19","01/12/2019","West.Midlands",696,"West Midlands",2019-12-01,FALSE,"West Midlands",NA
"537","Dec-19","01/12/2019","East",943,"East",2019-12-01,TRUE,"East",NA
"538","Dec-19","01/12/2019","London",1742,"London",2019-12-01,TRUE,"London",NA
"539","Dec-19","01/12/2019","South.East",1057,"South East",2019-12-01,TRUE,"South East",NA
"540","Dec-19","01/12/2019","South.West",888,"South West",2019-12-01,FALSE,"South West",NA
"541","Jan-20","01/01/2020","North.East",562,"North East",2020-01-01,FALSE,"North East",NA
"542","Jan-20","01/01/2020","North.West",654,"North West",2020-01-01,FALSE,"North West",NA
"543","Jan-20","01/01/2020","Yorkshire.and.the.Humber",637,"Yorkshire and the Humber",2020-01-01,FALSE,"Yorkshire and the Humber",NA
"544","Jan-20","01/01/2020","East.Midlands",655,"East Midlands",2020-01-01,FALSE,"East Midlands",NA
"545","Jan-20","01/01/2020","West.Midlands",698,"West Midlands",2020-01-01,FALSE,"West Midlands",NA
"546","Jan-20","01/01/2020","East",944,"East",2020-01-01,TRUE,"East",NA
"547","Jan-20","01/01/2020","London",1740,"London",2020-01-01,TRUE,"London",NA
"548","Jan-20","01/01/2020","South.East",1058,"South East",2020-01-01,TRUE,"South East",NA
"549","Jan-20","01/01/2020","South.West",891,"South West",2020-01-01,FALSE,"South West",NA
"550","Feb-20","01/02/2020","North.East",562,"North East",2020-02-01,FALSE,"North East",NA
"551","Feb-20","01/02/2020","North.West",654,"North West",2020-02-01,FALSE,"North West",NA
"552","Feb-20","01/02/2020","Yorkshire.and.the.Humber",638,"Yorkshire and the Humber",2020-02-01,FALSE,"Yorkshire and the Humber",NA
"553","Feb-20","01/02/2020","East.Midlands",657,"East Midlands",2020-02-01,FALSE,"East Midlands",NA
"554","Feb-20","01/02/2020","West.Midlands",699,"West Midlands",2020-02-01,FALSE,"West Midlands",NA
"555","Feb-20","01/02/2020","East",945,"East",2020-02-01,TRUE,"East",NA
"556","Feb-20","01/02/2020","London",1745,"London",2020-02-01,TRUE,"London",NA
"557","Feb-20","01/02/2020","South.East",1059,"South East",2020-02-01,TRUE,"South East",NA
"558","Feb-20","01/02/2020","South.West",892,"South West",2020-02-01,FALSE,"South West",NA
"559","Mar-20","01/03/2020","North.East",562,"North East",2020-03-01,FALSE,"North East",NA
"560","Mar-20","01/03/2020","North.West",654,"North West",2020-03-01,FALSE,"North West",NA
"561","Mar-20","01/03/2020","Yorkshire.and.the.Humber",639,"Yorkshire and the Humber",2020-03-01,FALSE,"Yorkshire and the Humber",NA
