"","Month","New_date","Region","Price","New_region","Final_date","highlight_flag","Region_factor","label"
"562","Mar-20","01/03/2020","East.Midlands",658,"East Midlands",2020-03-01,FALSE,"East Midlands",NA
"563","Mar-20","01/03/2020","West.Midlands",699,"West Midlands",2020-03-01,FALSE,"West Midlands",NA
"564","Mar-20","01/03/2020","East",945,"East",2020-03-01,TRUE,"East",NA
"565","Mar-20","01/03/2020","London",1748,"London",2020-03-01,TRUE,"London",NA
"566","Mar-20","01/03/2020","South.East",1059,"South East",2020-03-01,TRUE,"South East",NA
"567","Mar-20","01/03/2020","South.West",894,"South West",2020-03-01,FALSE,"South West",NA
"568","Apr-20","01/04/2020","North.East",563,"North East",2020-04-01,FALSE,"North East",NA
"569","Apr-20","01/04/2020","North.West",657,"North West",2020-04-01,FALSE,"North West",NA
"570","Apr-20","01/04/2020","Yorkshire.and.the.Humber",639,"Yorkshire and the Humber",2020-04-01,FALSE,"Yorkshire and the Humber",NA
"571","Apr-20","01/04/2020","East.Midlands",659,"East Midlands",2020-04-01,FALSE,"East Midlands",NA
"572","Apr-20","01/04/2020","West.Midlands",699,"West Midlands",2020-04-01,FALSE,"West Midlands",NA
"573","Apr-20","01/04/2020","East",945,"East",2020-04-01,TRUE,"East",NA
"574","Apr-20","01/04/2020","London",1742,"London",2020-04-01,TRUE,"London",NA
"575","Apr-20","01/04/2020","South.East",1060,"South East",2020-04-01,TRUE,"South East",NA
"576","Apr-20","01/04/2020","South.West",894,"South West",2020-04-01,FALSE,"South West",NA
"577","May-20","01/05/2020","North.East",563,"North East",2020-05-01,FALSE,"North East",NA
"578","May-20","01/05/2020","North.West",658,"North West",2020-05-01,FALSE,"North West",NA
"579","May-20","01/05/2020","Yorkshire.and.the.Humber",641,"Yorkshire and the Humber",2020-05-01,FALSE,"Yorkshire and the Humber",NA
"580","May-20","01/05/2020","East.Midlands",660,"East Midlands",2020-05-01,FALSE,"East Midlands",NA
"581","May-20","01/05/2020","West.Midlands",702,"West Midlands",2020-05-01,FALSE,"West Midlands",NA
"582","May-20","01/05/2020","East",946,"East",2020-05-01,TRUE,"East",NA
"583","May-20","01/05/2020","London",1744,"London",2020-05-01,TRUE,"London",NA
"584","May-20","01/05/2020","South.East",1062,"South East",2020-05-01,TRUE,"South East",NA
"585","May-20","01/05/2020","South.West",895,"South West",2020-05-01,FALSE,"South West",NA
"586","Jun-20","01/06/2020","North.East",564,"North East",2020-06-01,FALSE,"North East",NA
"587","Jun-20","01/06/2020","North.West",659,"North West",2020-06-01,FALSE,"North West",NA
"588","Jun-20","01/06/2020","Yorkshire.and.the.Humber",641,"Yorkshire and the Humber",2020-06-01,FALSE,"Yorkshire and the Humber",NA
"589","Jun-20","01/06/2020","East.Midlands",661,"East Midlands",2020-06-01,FALSE,"East Midlands",NA
"590","Jun-20","01/06/2020","West.Midlands",703,"West Midlands",2020-06-01,FALSE,"West Midlands",NA
"591","Jun-20","01/06/2020","East",946,"East",2020-06-01,TRUE,"East",NA
"592","Jun-20","01/06/2020","London",1743,"London",2020-06-01,TRUE,"London",NA
"593","Jun-20","01/06/2020","South.East",1063,"South East",2020-06-01,TRUE,"South East",NA
"594","Jun-20","01/06/2020","South.West",897,"South West",2020-06-01,FALSE,"South West",NA
"595","Jul-20","01/07/2020","North.East",565,"North East",2020-07-01,FALSE,"North East",NA
"596","Jul-20","01/07/2020","North.West",660,"North West",2020-07-01,FALSE,"North West",NA
"597","Jul-20","01/07/2020","Yorkshire.and.the.Humber",643,"Yorkshire and the Humber",2020-07-01,FALSE,"Yorkshire and the Humber",NA
"598","Jul-20","01/07/2020","East.Midlands",661,"East Midlands",2020-07-01,FALSE,"East Midlands",NA
"599","Jul-20","01/07/2020","West.Midlands",705,"West Midlands",2020-07-01,FALSE,"West Midlands",NA
"600","Jul-20","01/07/2020","East",946,"East",2020-07-01,TRUE,"East",NA
"601","Jul-20","01/07/2020","London",1745,"London",2020-07-01,TRUE,"London",NA
"602","Jul-20","01/07/2020","South.East",1063,"South East",2020-07-01,TRUE,"South East",NA
"603","Jul-20","01/07/2020","South.West",898,"South West",2020-07-01,FALSE,"South West",NA
"604","Aug-20","01/08/2020","North.East",565,"North East",2020-08-01,FALSE,"North East",NA
"605","Aug-20","01/08/2020","North.West",663,"North West",2020-08-01,FALSE,"North West",NA
"606","Aug-20","01/08/2020","Yorkshire.and.the.Humber",644,"Yorkshire and the Humber",2020-08-01,FALSE,"Yorkshire and the Humber",NA
"607","Aug-20","01/08/2020","East.Midlands",662,"East Midlands",2020-08-01,FALSE,"East Midlands",NA
"608","Aug-20","01/08/2020","West.Midlands",708,"West Midlands",2020-08-01,FALSE,"West Midlands",NA
"609","Aug-20","01/08/2020","East",948,"East",2020-08-01,TRUE,"East",NA
"610","Aug-20","01/08/2020","London",1745,"London",2020-08-01,TRUE,"London",NA
"611","Aug-20","01/08/2020","South.East",1061,"South East",2020-08-01,TRUE,"South East",NA
"612","Aug-20","01/08/2020","South.West",901,"South West",2020-08-01,FALSE,"South West",NA
"613","Sep-20","01/09/2020","North.East",568,"North East",2020-09-01,FALSE,"North East",NA
"614","Sep-20","01/09/2020","North.West",664,"North West",2020-09-01,FALSE,"North West",NA
"615","Sep-20","01/09/2020","Yorkshire.and.the.Humber",645,"Yorkshire and the Humber",2020-09-01,FALSE,"Yorkshire and the Humber",NA
"616","Sep-20","01/09/2020","East.Midlands",666,"East Midlands",2020-09-01,FALSE,"East Midlands",NA
"617","Sep-20","01/09/2020","West.Midlands",709,"West Midlands",2020-09-01,FALSE,"West Midlands",NA
"618","Sep-20","01/09/2020","East",949,"East",2020-09-01,TRUE,"East",NA
"619","Sep-20","01/09/2020","London",1746,"London",2020-09-01,TRUE,"London",NA
"620","Sep-20","01/09/2020","South.East",1063,"South East",2020-09-01,TRUE,"South East",NA
"621","Sep-20","01/09/2020","South.West",904,"South West",2020-09-01,FALSE,"South West",NA
"622","Oct-20","01/10/2020","North.East",570,"North East",2020-10-01,FALSE,"North East",NA
"623","Oct-20","01/10/2020","North.West",665,"North West",2020-10-01,FALSE,"North West",NA
"624","Oct-20","01/10/2020","Yorkshire.and.the.Humber",647,"Yorkshire and the Humber",2020-10-01,FALSE,"Yorkshire and the Humber",NA
"625","Oct-20","01/10/2020","East.Midlands",668,"East Midlands",2020-10-01,FALSE,"East Midlands",NA
"626","Oct-20","01/10/2020","West.Midlands",711,"West Midlands",2020-10-01,FALSE,"West Midlands",NA
"627","Oct-20","01/10/2020","East",951,"East",2020-10-01,TRUE,"East",NA
"628","Oct-20","01/10/2020","London",1746,"London",2020-10-01,TRUE,"London",NA
"629","Oct-20","01/10/2020","South.East",1066,"South East",2020-10-01,TRUE,"South East",NA
"630","Oct-20","01/10/2020","South.West",908,"South West",2020-10-01,FALSE,"South West",NA
"631","Nov-20","01/11/2020","North.East",573,"North East",2020-11-01,FALSE,"North East",NA
"632","Nov-20","01/11/2020","North.West",667,"North West",2020-11-01,FALSE,"North West",NA
"633","Nov-20","01/11/2020","Yorkshire.and.the.Humber",646,"Yorkshire and the Humber",2020-11-01,FALSE,"Yorkshire and the Humber",NA
"634","Nov-20","01/11/2020","East.Midlands",669,"East Midlands",2020-11-01,FALSE,"East Midlands",NA
"635","Nov-20","01/11/2020","West.Midlands",710,"West Midlands",2020-11-01,FALSE,"West Midlands",NA
"636","Nov-20","01/11/2020","East",951,"East",2020-11-01,TRUE,"East",NA
"637","Nov-20","01/11/2020","London",1742,"London",2020-11-01,TRUE,"London",NA
"638","Nov-20","01/11/2020","South.East",1066,"South East",2020-11-01,TRUE,"South East",NA
"639","Nov-20","01/11/2020","South.West",910,"South West",2020-11-01,FALSE,"South West",NA
"640","Dec-20","01/12/2020","North.East",574,"North East",2020-12-01,FALSE,"North East",NA
"641","Dec-20","01/12/2020","North.West",669,"North West",2020-12-01,FALSE,"North West",NA
"642","Dec-20","01/12/2020","Yorkshire.and.the.Humber",646,"Yorkshire and the Humber",2020-12-01,FALSE,"Yorkshire and the Humber",NA
"643","Dec-20","01/12/2020","East.Midlands",671,"East Midlands",2020-12-01,FALSE,"East Midlands",NA
"644","Dec-20","01/12/2020","West.Midlands",709,"West Midlands",2020-12-01,FALSE,"West Midlands",NA
"645","Dec-20","01/12/2020","East",954,"East",2020-12-01,TRUE,"East",NA
"646","Dec-20","01/12/2020","London",1737,"London",2020-12-01,TRUE,"London",NA
"647","Dec-20","01/12/2020","South.East",1069,"South East",2020-12-01,TRUE,"South East",NA
"648","Dec-20","01/12/2020","South.West",914,"South West",2020-12-01,FALSE,"South West",NA
"649","Jan-21","01/01/2021","North.East",574,"North East",2021-01-01,FALSE,"North East",NA
"650","Jan-21","01/01/2021","North.West",671,"North West",2021-01-01,FALSE,"North West",NA
"651","Jan-21","01/01/2021","Yorkshire.and.the.Humber",646,"Yorkshire and the Humber",2021-01-01,FALSE,"Yorkshire and the Humber",NA
"652","Jan-21","01/01/2021","East.Midlands",671,"East Midlands",2021-01-01,FALSE,"East Midlands",NA
"653","Jan-21","01/01/2021","West.Midlands",712,"West Midlands",2021-01-01,FALSE,"West Midlands",NA
"654","Jan-21","01/01/2021","East",957,"East",2021-01-01,TRUE,"East",NA
"655","Jan-21","01/01/2021","London",1736,"London",2021-01-01,TRUE,"London",NA
"656","Jan-21","01/01/2021","South.East",1071,"South East",2021-01-01,TRUE,"South East",NA
"657","Jan-21","01/01/2021","South.West",912,"South West",2021-01-01,FALSE,"South West",NA
"658","Feb-21","01/02/2021","North.East",575,"North East",2021-02-01,FALSE,"North East",NA
"659","Feb-21","01/02/2021","North.West",672,"North West",2021-02-01,FALSE,"North West",NA
"660","Feb-21","01/02/2021","Yorkshire.and.the.Humber",647,"Yorkshire and the Humber",2021-02-01,FALSE,"Yorkshire and the Humber",NA
"661","Feb-21","01/02/2021","East.Midlands",674,"East Midlands",2021-02-01,FALSE,"East Midlands",NA
"662","Feb-21","01/02/2021","West.Midlands",712,"West Midlands",2021-02-01,FALSE,"West Midlands",NA
"663","Feb-21","01/02/2021","East",964,"East",2021-02-01,TRUE,"East",NA
"664","Feb-21","01/02/2021","London",1735,"London",2021-02-01,TRUE,"London",NA
"665","Feb-21","01/02/2021","South.East",1072,"South East",2021-02-01,TRUE,"South East",NA
"666","Feb-21","01/02/2021","South.West",917,"South West",2021-02-01,FALSE,"South West",NA
"667","Mar-21","01/03/2021","North.East",576,"North East",2021-03-01,FALSE,"North East",NA
"668","Mar-21","01/03/2021","North.West",672,"North West",2021-03-01,FALSE,"North West",NA
"669","Mar-21","01/03/2021","Yorkshire.and.the.Humber",649,"Yorkshire and the Humber",2021-03-01,FALSE,"Yorkshire and the Humber",NA
"670","Mar-21","01/03/2021","East.Midlands",676,"East Midlands",2021-03-01,FALSE,"East Midlands",NA
"671","Mar-21","01/03/2021","West.Midlands",716,"West Midlands",2021-03-01,FALSE,"West Midlands",NA
"672","Mar-21","01/03/2021","East",967,"East",2021-03-01,TRUE,"East",NA
"673","Mar-21","01/03/2021","London",1730,"London",2021-03-01,TRUE,"London",NA
"674","Mar-21","01/03/2021","South.East",1074,"South East",2021-03-01,TRUE,"South East",NA
"675","Mar-21","01/03/2021","South.West",922,"South West",2021-03-01,FALSE,"South West",NA
"676","Apr-21","01/04/2021","North.East",577,"North East",2021-04-01,FALSE,"North East",NA
"677","Apr-21","01/04/2021","North.West",674,"North West",2021-04-01,FALSE,"North West",NA
"678","Apr-21","01/04/2021","Yorkshire.and.the.Humber",651,"Yorkshire and the Humber",2021-04-01,FALSE,"Yorkshire and the Humber",NA
"679","Apr-21","01/04/2021","East.Midlands",678,"East Midlands",2021-04-01,FALSE,"East Midlands",NA
"680","Apr-21","01/04/2021","West.Midlands",720,"West Midlands",2021-04-01,FALSE,"West Midlands",NA
"681","Apr-21","01/04/2021","East",971,"East",2021-04-01,TRUE,"East",NA
"682","Apr-21","01/04/2021","London",1721,"London",2021-04-01,TRUE,"London",NA
"683","Apr-21","01/04/2021","South.East",1074,"South East",2021-04-01,TRUE,"South East",NA
"684","Apr-21","01/04/2021","South.West",926,"South West",2021-04-01,FALSE,"South West",NA
"685","May-21","01/05/2021","North.East",578,"North East",2021-05-01,FALSE,"North East",NA
"686","May-21","01/05/2021","North.West",676,"North West",2021-05-01,FALSE,"North West",NA
"687","May-21","01/05/2021","Yorkshire.and.the.Humber",654,"Yorkshire and the Humber",2021-05-01,FALSE,"Yorkshire and the Humber",NA
"688","May-21","01/05/2021","East.Midlands",681,"East Midlands",2021-05-01,FALSE,"East Midlands",NA
"689","May-21","01/05/2021","West.Midlands",723,"West Midlands",2021-05-01,FALSE,"West Midlands",NA
"690","May-21","01/05/2021","East",974,"East",2021-05-01,TRUE,"East",NA
"691","May-21","01/05/2021","London",1711,"London",2021-05-01,TRUE,"London",NA
"692","May-21","01/05/2021","South.East",1077,"South East",2021-05-01,TRUE,"South East",NA
"693","May-21","01/05/2021","South.West",928,"South West",2021-05-01,FALSE,"South West",NA
"694","Jun-21","01/06/2021","North.East",579,"North East",2021-06-01,FALSE,"North East",NA
"695","Jun-21","01/06/2021","North.West",678,"North West",2021-06-01,FALSE,"North West",NA
"696","Jun-21","01/06/2021","Yorkshire.and.the.Humber",655,"Yorkshire and the Humber",2021-06-01,FALSE,"Yorkshire and the Humber",NA
"697","Jun-21","01/06/2021","East.Midlands",682,"East Midlands",2021-06-01,FALSE,"East Midlands",NA
"698","Jun-21","01/06/2021","West.Midlands",726,"West Midlands",2021-06-01,FALSE,"West Midlands",NA
"699","Jun-21","01/06/2021","East",977,"East",2021-06-01,TRUE,"East",NA
"700","Jun-21","01/06/2021","London",1712,"London",2021-06-01,TRUE,"London",NA
"701","Jun-21","01/06/2021","South.East",1080,"South East",2021-06-01,TRUE,"South East",NA
"702","Jun-21","01/06/2021","South.West",931,"South West",2021-06-01,FALSE,"South West",NA
"703","Jul-21","01/07/2021","North.East",580,"North East",2021-07-01,FALSE,"North East",NA
"704","Jul-21","01/07/2021","North.West",680,"North West",2021-07-01,FALSE,"North West",NA
"705","Jul-21","01/07/2021","Yorkshire.and.the.Humber",658,"Yorkshire and the Humber",2021-07-01,FALSE,"Yorkshire and the Humber",NA
"706","Jul-21","01/07/2021","East.Midlands",683,"East Midlands",2021-07-01,FALSE,"East Midlands",NA
"707","Jul-21","01/07/2021","West.Midlands",729,"West Midlands",2021-07-01,FALSE,"West Midlands",NA
"708","Jul-21","01/07/2021","East",980,"East",2021-07-01,TRUE,"East",NA
"709","Jul-21","01/07/2021","London",1705,"London",2021-07-01,TRUE,"London",NA
"710","Jul-21","01/07/2021","South.East",1083,"South East",2021-07-01,TRUE,"South East",NA
"711","Jul-21","01/07/2021","South.West",935,"South West",2021-07-01,FALSE,"South West",NA
"712","Aug-21","01/08/2021","North.East",581,"North East",2021-08-01,FALSE,"North East",NA
"713","Aug-21","01/08/2021","North.West",683,"North West",2021-08-01,FALSE,"North West",NA
"714","Aug-21","01/08/2021","Yorkshire.and.the.Humber",661,"Yorkshire and the Humber",2021-08-01,FALSE,"Yorkshire and the Humber",NA
"715","Aug-21","01/08/2021","East.Midlands",686,"East Midlands",2021-08-01,FALSE,"East Midlands",NA
"716","Aug-21","01/08/2021","West.Midlands",731,"West Midlands",2021-08-01,FALSE,"West Midlands",NA
"717","Aug-21","01/08/2021","East",983,"East",2021-08-01,TRUE,"East",NA
"718","Aug-21","01/08/2021","London",1706,"London",2021-08-01,TRUE,"London",NA
"719","Aug-21","01/08/2021","South.East",1087,"South East",2021-08-01,TRUE,"South East",NA
"720","Aug-21","01/08/2021","South.West",940,"South West",2021-08-01,FALSE,"South West",NA
"721","Sep-21","01/09/2021","North.East",584,"North East",2021-09-01,FALSE,"North East",NA
"722","Sep-21","01/09/2021","North.West",686,"North West",2021-09-01,FALSE,"North West",NA
"723","Sep-21","01/09/2021","Yorkshire.and.the.Humber",662,"Yorkshire and the Humber",2021-09-01,FALSE,"Yorkshire and the Humber",NA
"724","Sep-21","01/09/2021","East.Midlands",688,"East Midlands",2021-09-01,FALSE,"East Midlands",NA
"725","Sep-21","01/09/2021","West.Midlands",733,"West Midlands",2021-09-01,FALSE,"West Midlands",NA
"726","Sep-21","01/09/2021","East",987,"East",2021-09-01,TRUE,"East",NA
"727","Sep-21","01/09/2021","London",1707,"London",2021-09-01,TRUE,"London",NA
"728","Sep-21","01/09/2021","South.East",1089,"South East",2021-09-01,TRUE,"South East",NA
"729","Sep-21","01/09/2021","South.West",945,"South West",2021-09-01,FALSE,"South West",NA
"730","Oct-21","01/10/2021","North.East",585,"North East",2021-10-01,FALSE,"North East",NA
"731","Oct-21","01/10/2021","North.West",689,"North West",2021-10-01,FALSE,"North West",NA
"732","Oct-21","01/10/2021","Yorkshire.and.the.Humber",666,"Yorkshire and the Humber",2021-10-01,FALSE,"Yorkshire and the Humber",NA
"733","Oct-21","01/10/2021","East.Midlands",690,"East Midlands",2021-10-01,FALSE,"East Midlands",NA
"734","Oct-21","01/10/2021","West.Midlands",735,"West Midlands",2021-10-01,FALSE,"West Midlands",NA
"735","Oct-21","01/10/2021","East",992,"East",2021-10-01,TRUE,"East",NA
"736","Oct-21","01/10/2021","London",1711,"London",2021-10-01,TRUE,"London",NA
"737","Oct-21","01/10/2021","South.East",1096,"South East",2021-10-01,TRUE,"South East",NA
"738","Oct-21","01/10/2021","South.West",949,"South West",2021-10-01,FALSE,"South West",NA
"739","Nov-21","01/11/2021","North.East",586,"North East",2021-11-01,FALSE,"North East",NA
"740","Nov-21","01/11/2021","North.West",691,"North West",2021-11-01,FALSE,"North West",NA
"741","Nov-21","01/11/2021","Yorkshire.and.the.Humber",668,"Yorkshire and the Humber",2021-11-01,FALSE,"Yorkshire and the Humber",NA
"742","Nov-21","01/11/2021","East.Midlands",692,"East Midlands",2021-11-01,FALSE,"East Midlands",NA
"743","Nov-21","01/11/2021","West.Midlands",738,"West Midlands",2021-11-01,FALSE,"West Midlands",NA
"744","Nov-21","01/11/2021","East",996,"East",2021-11-01,TRUE,"East",NA
"745","Nov-21","01/11/2021","London",1714,"London",2021-11-01,TRUE,"London",NA
"746","Nov-21","01/11/2021","South.East",1099,"South East",2021-11-01,TRUE,"South East",NA
"747","Nov-21","01/11/2021","South.West",952,"South West",2021-11-01,FALSE,"South West",NA
"748","Dec-21","01/12/2021","North.East",588,"North East",2021-12-01,FALSE,"North East",NA
"749","Dec-21","01/12/2021","North.West",696,"North West",2021-12-01,FALSE,"North West",NA
"750","Dec-21","01/12/2021","Yorkshire.and.the.Humber",672,"Yorkshire and the Humber",2021-12-01,FALSE,"Yorkshire and the Humber",NA
"751","Dec-21","01/12/2021","East.Midlands",696,"East Midlands",2021-12-01,FALSE,"East Midlands",NA
"752","Dec-21","01/12/2021","West.Midlands",742,"West Midlands",2021-12-01,FALSE,"West Midlands",NA
"753","Dec-21","01/12/2021","East",1000,"East",2021-12-01,TRUE,"East",NA
"754","Dec-21","01/12/2021","London",1723,"London",2021-12-01,TRUE,"London",NA
"755","Dec-21","01/12/2021","South.East",1104,"South East",2021-12-01,TRUE,"South East",NA
"756","Dec-21","01/12/2021","South.West",959,"South West",2021-12-01,FALSE,"South West",NA
"757","Jan-22","01/01/2022","North.East",585,"North East",2022-01-01,FALSE,"North East",NA
"758","Jan-22","01/01/2022","North.West",699,"North West",2022-01-01,FALSE,"North West",NA
"759","Jan-22","01/01/2022","Yorkshire.and.the.Humber",677,"Yorkshire and the Humber",2022-01-01,FALSE,"Yorkshire and the Humber",NA
"760","Jan-22","01/01/2022","East.Midlands",699,"East Midlands",2022-01-01,FALSE,"East Midlands",NA
"761","Jan-22","01/01/2022","West.Midlands",745,"West Midlands",2022-01-01,FALSE,"West Midlands",NA
"762","Jan-22","01/01/2022","East",1003,"East",2022-01-01,TRUE,"East",NA
"763","Jan-22","01/01/2022","London",1727,"London",2022-01-01,TRUE,"London",NA
"764","Jan-22","01/01/2022","South.East",1108,"South East",2022-01-01,TRUE,"South East",NA
"765","Jan-22","01/01/2022","South.West",963,"South West",2022-01-01,FALSE,"South West",NA
"766","Feb-22","01/02/2022","North.East",587,"North East",2022-02-01,FALSE,"North East",NA
"767","Feb-22","01/02/2022","North.West",702,"North West",2022-02-01,FALSE,"North West",NA
"768","Feb-22","01/02/2022","Yorkshire.and.the.Humber",680,"Yorkshire and the Humber",2022-02-01,FALSE,"Yorkshire and the Humber",NA
"769","Feb-22","01/02/2022","East.Midlands",702,"East Midlands",2022-02-01,FALSE,"East Midlands",NA
"770","Feb-22","01/02/2022","West.Midlands",749,"West Midlands",2022-02-01,FALSE,"West Midlands",NA
"771","Feb-22","01/02/2022","East",1007,"East",2022-02-01,TRUE,"East",NA
"772","Feb-22","01/02/2022","London",1734,"London",2022-02-01,TRUE,"London",NA
"773","Feb-22","01/02/2022","South.East",1113,"South East",2022-02-01,TRUE,"South East",NA
"774","Feb-22","01/02/2022","South.West",969,"South West",2022-02-01,FALSE,"South West",NA
"775","Mar-22","01/03/2022","North.East",593,"North East",2022-03-01,FALSE,"North East",NA
"776","Mar-22","01/03/2022","North.West",706,"North West",2022-03-01,FALSE,"North West",NA
"777","Mar-22","01/03/2022","Yorkshire.and.the.Humber",683,"Yorkshire and the Humber",2022-03-01,FALSE,"Yorkshire and the Humber",NA
"778","Mar-22","01/03/2022","East.Midlands",706,"East Midlands",2022-03-01,FALSE,"East Midlands",NA
"779","Mar-22","01/03/2022","West.Midlands",746,"West Midlands",2022-03-01,FALSE,"West Midlands",NA
"780","Mar-22","01/03/2022","East",1011,"East",2022-03-01,TRUE,"East",NA
"781","Mar-22","01/03/2022","London",1739,"London",2022-03-01,TRUE,"London",NA
"782","Mar-22","01/03/2022","South.East",1117,"South East",2022-03-01,TRUE,"South East",NA
"783","Mar-22","01/03/2022","South.West",972,"South West",2022-03-01,FALSE,"South West",NA
"784","Apr-22","01/04/2022","North.East",595,"North East",2022-04-01,FALSE,"North East",NA
"785","Apr-22","01/04/2022","North.West",709,"North West",2022-04-01,FALSE,"North West",NA
"786","Apr-22","01/04/2022","Yorkshire.and.the.Humber",686,"Yorkshire and the Humber",2022-04-01,FALSE,"Yorkshire and the Humber",NA
"787","Apr-22","01/04/2022","East.Midlands",709,"East Midlands",2022-04-01,FALSE,"East Midlands",NA
"788","Apr-22","01/04/2022","West.Midlands",749,"West Midlands",2022-04-01,FALSE,"West Midlands",NA
"789","Apr-22","01/04/2022","East",1014,"East",2022-04-01,TRUE,"East",NA
"790","Apr-22","01/04/2022","London",1744,"London",2022-04-01,TRUE,"London",NA
"791","Apr-22","01/04/2022","South.East",1123,"South East",2022-04-01,TRUE,"South East",NA
"792","Apr-22","01/04/2022","South.West",974,"South West",2022-04-01,FALSE,"South West",NA
"793","May-22","01/05/2022","North.East",597,"North East",2022-05-01,FALSE,"North East",NA
"794","May-22","01/05/2022","North.West",713,"North West",2022-05-01,FALSE,"North West",NA
"795","May-22","01/05/2022","Yorkshire.and.the.Humber",689,"Yorkshire and the Humber",2022-05-01,FALSE,"Yorkshire and the Humber",NA
"796","May-22","01/05/2022","East.Midlands",712,"East Midlands",2022-05-01,FALSE,"East Midlands",NA
"797","May-22","01/05/2022","West.Midlands",751,"West Midlands",2022-05-01,FALSE,"West Midlands",NA
"798","May-22","01/05/2022","East",1018,"East",2022-05-01,TRUE,"East",NA
"799","May-22","01/05/2022","London",1749,"London",2022-05-01,TRUE,"London",NA
"800","May-22","01/05/2022","South.East",1125,"South East",2022-05-01,TRUE,"South East",NA
"801","May-22","01/05/2022","South.West",982,"South West",2022-05-01,FALSE,"South West",NA
"802","Jun-22","01/06/2022","North.East",600,"North East",2022-06-01,FALSE,"North East",NA
"803","Jun-22","01/06/2022","North.West",716,"North West",2022-06-01,FALSE,"North West",NA
"804","Jun-22","01/06/2022","Yorkshire.and.the.Humber",690,"Yorkshire and the Humber",2022-06-01,FALSE,"Yorkshire and the Humber",NA
"805","Jun-22","01/06/2022","East.Midlands",715,"East Midlands",2022-06-01,FALSE,"East Midlands",NA
"806","Jun-22","01/06/2022","West.Midlands",757,"West Midlands",2022-06-01,FALSE,"West Midlands",NA
"807","Jun-22","01/06/2022","East",1022,"East",2022-06-01,TRUE,"East",NA
"808","Jun-22","01/06/2022","London",1752,"London",2022-06-01,TRUE,"London",NA
"809","Jun-22","01/06/2022","South.East",1131,"South East",2022-06-01,TRUE,"South East",NA
"810","Jun-22","01/06/2022","South.West",985,"South West",2022-06-01,FALSE,"South West",NA
"811","Jul-22","01/07/2022","North.East",602,"North East",2022-07-01,FALSE,"North East",NA
"812","Jul-22","01/07/2022","North.West",721,"North West",2022-07-01,FALSE,"North West",NA
"813","Jul-22","01/07/2022","Yorkshire.and.the.Humber",693,"Yorkshire and the Humber",2022-07-01,FALSE,"Yorkshire and the Humber",NA
"814","Jul-22","01/07/2022","East.Midlands",716,"East Midlands",2022-07-01,FALSE,"East Midlands",NA
"815","Jul-22","01/07/2022","West.Midlands",759,"West Midlands",2022-07-01,FALSE,"West Midlands",NA
"816","Jul-22","01/07/2022","East",1026,"East",2022-07-01,TRUE,"East",NA
"817","Jul-22","01/07/2022","London",1762,"London",2022-07-01,TRUE,"London",NA
"818","Jul-22","01/07/2022","South.East",1137,"South East",2022-07-01,TRUE,"South East",NA
"819","Jul-22","01/07/2022","South.West",988,"South West",2022-07-01,FALSE,"South West",NA
"820","Aug-22","01/08/2022","North.East",605,"North East",2022-08-01,FALSE,"North East",NA
"821","Aug-22","01/08/2022","North.West",726,"North West",2022-08-01,FALSE,"North West",NA
"822","Aug-22","01/08/2022","Yorkshire.and.the.Humber",697,"Yorkshire and the Humber",2022-08-01,FALSE,"Yorkshire and the Humber",NA
"823","Aug-22","01/08/2022","East.Midlands",720,"East Midlands",2022-08-01,FALSE,"East Midlands",NA
"824","Aug-22","01/08/2022","West.Midlands",762,"West Midlands",2022-08-01,FALSE,"West Midlands",NA
"825","Aug-22","01/08/2022","East",1028,"East",2022-08-01,TRUE,"East",NA
"826","Aug-22","01/08/2022","London",1773,"London",2022-08-01,TRUE,"London",NA
"827","Aug-22","01/08/2022","South.East",1141,"South East",2022-08-01,TRUE,"South East",NA
"828","Aug-22","01/08/2022","South.West",995,"South West",2022-08-01,FALSE,"South West",NA
"829","Sep-22","01/09/2022","North.East",607,"North East",2022-09-01,FALSE,"North East",NA
"830","Sep-22","01/09/2022","North.West",731,"North West",2022-09-01,FALSE,"North West",NA
"831","Sep-22","01/09/2022","Yorkshire.and.the.Humber",701,"Yorkshire and the Humber",2022-09-01,FALSE,"Yorkshire and the Humber",NA
"832","Sep-22","01/09/2022","East.Midlands",724,"East Midlands",2022-09-01,FALSE,"East Midlands",NA
"833","Sep-22","01/09/2022","West.Midlands",765,"West Midlands",2022-09-01,FALSE,"West Midlands",NA
"834","Sep-22","01/09/2022","East",1032,"East",2022-09-01,TRUE,"East",NA
"835","Sep-22","01/09/2022","London",1784,"London",2022-09-01,TRUE,"London",NA
"836","Sep-22","01/09/2022","South.East",1146,"South East",2022-09-01,TRUE,"South East",NA
"837","Sep-22","01/09/2022","South.West",1002,"South West",2022-09-01,FALSE,"South West",NA
"838","Oct-22","01/10/2022","North.East",611,"North East",2022-10-01,FALSE,"North East",NA
"839","Oct-22","01/10/2022","North.West",734,"North West",2022-10-01,FALSE,"North West",NA
"840","Oct-22","01/10/2022","Yorkshire.and.the.Humber",703,"Yorkshire and the Humber",2022-10-01,FALSE,"Yorkshire and the Humber",NA
"841","Oct-22","01/10/2022","East.Midlands",728,"East Midlands",2022-10-01,FALSE,"East Midlands",NA
"842","Oct-22","01/10/2022","West.Midlands",767,"West Midlands",2022-10-01,FALSE,"West Midlands",NA
"843","Oct-22","01/10/2022","East",1035,"East",2022-10-01,TRUE,"East",NA
