"","Date","Area_Code","Area_Name","Count","Mean","Lower_quartile","Median","Upper_quartile","Lower_quartile_num","Rentals_Cat"
"330",1135,"E07000042","Mid Devon",420,708,"650",700,"760",650,"300 -"
"331",1115,"E07000043","North Devon",360,694,"625",675,"750",625,"300 -"
"332",1125,"E07000044","South Hams",440,798,"700",775,"875",700,"300 -"
"333",1130,"E07000045","Teignbridge",490,767,"685",750,"850",685,"300 -"
"334",1145,"E07000046","Torridge",230,643,"575",650,"695",575,"300 -"
"335",1150,"E07000047","West Devon",250,659,"595",650,"725",595,"300 -"
"336",NA,"E10000013","Gloucestershire",1700,824,"710",795,"895",710,"300 -"
"337",1605,"E07000078","Cheltenham",500,931,"795",900,"1000",795,"300 -"
"338",1610,"E07000079","Cotswold",150,910,"795",875,"980",795,"300 -"
"339",1615,"E07000080","Forest of Dean",100,707,"600",695,"750",600,"300 -"
"340",1620,"E07000081","Gloucester",290,780,"725",775,"835",725,"300 -"
"341",1625,"E07000082","Stroud",310,790,"720",775,"850",720,"300 -"
"342",1630,"E07000083","Tewkesbury",360,736,"650",725,"800",650,"300 -"
"343",NA,"E10000027","Somerset",2480,754,"650",750,"825",650,"300 -"
"344",3305,"E07000187","Mendip",450,817,"700",800,"895",700,"300 -"
"345",3310,"E07000188","Sedgemoor",410,743,"650",733,"825",650,"300 -"
"346",3330,"E07000246","Somerset West and Taunton",740,757,"670",750,"840",670,"300 -"
"347",3325,"E07000189","South Somerset",890,725,"650",725,"785",650,"300 -"
"348",NA,"","Source: VOA’s administrative database as at 31 March 2023",NA,NA,"",NA,"",NA,NA
"349",NA,"","",NA,NA,"",NA,"",NA,NA
"350",NA,"","Table Notes",NA,NA,"",NA,"",NA,NA
"351",NA,"","Local authority codes and area codes1 can be viewed by clicking on the plus sign at the top of this column.",NA,NA,"",NA,"",NA,NA
"352",NA,"","",NA,NA,"",NA,"",NA,NA
"353",NA,"","Counts are rounded to the nearest 10, totals may not sum due to rounding.",NA,NA,"",NA,"",NA,NA
"354",NA,"","Statistics derived from fewer than 5 observations have been suppressed and denoted by '-', with mean and median shown as '..' when this is the case. ",NA,NA,"",NA,"",NA,NA
"355",NA,"","",NA,NA,"",NA,"",NA,NA
"356",NA,"","Statistics derived from fewer than 10 observations have been suppressed and denoted by '-', with lower and upper quartiles shown as '..' when this is the case. ",NA,NA,"",NA,"",NA,NA
"357",NA,"","",NA,NA,"",NA,"",NA,NA
"358",NA,"","For counts of 0, mean, lower and upper quartiles, and median are shown as '.'. ",NA,NA,"",NA,"",NA,NA
"359",NA,"","All averages and measures are expressed in £ values and rounded to the nearest £1",NA,NA,"",NA,"",NA,NA
"360",NA,"","",NA,NA,"",NA,"",NA,NA
"361",NA,"","Please Note",NA,NA,"",NA,"",NA,NA
"362",NA,"","The sample used to produce these statistics is not statistical and may not be consistent over time; as such, these data should not be compared across time periods or between areas.",NA,NA,"",NA,"",NA,NA
"363",NA,"","",NA,NA,"",NA,"",NA,NA
"364",NA,"","Housing Benefit claimants are not included in the sample.",NA,NA,"",NA,"",NA,NA
"365",NA,"","",NA,NA,"",NA,"",NA,NA
"366",NA,"","Area Code - a unique identifier for administrative geographies as specified by the Office for National Statistics (ONS).",NA,NA,"",NA,"",NA,NA
"367",NA,"","",NA,NA,"",NA,"",NA,NA
"368",NA,"","LA Code - a unique identifier for local authorities, metropolitan districts, the Council of the Isles of Scilly, unitary authorities, London boroughs and the City of London.",NA,NA,"",NA,"",NA,NA
"369",NA,"","",NA,NA,"",NA,"",NA,NA
"370",NA,"","Two Bedrooms - self-contained properties with two bedrooms including houses, bungalows, flats and maisonettes.",NA,NA,"",NA,"",NA,NA
"371",NA,"","",NA,NA,"",NA,"",NA,NA
"372",NA,"","Count of rents - the number of tenancies, of those collected in the sample, that were active within the stated time period.",NA,NA,"",NA,"",NA,NA
"373",NA,"","",NA,NA,"",NA,"",NA,NA
"374",NA,"","Mean - a measure of central tendency often referred to as the average. Given a series of values the arithmetic mean is calculated by summing all these values together and dividing by the count of these values.",NA,NA,"",NA,"",NA,NA
"375",NA,"","",NA,NA,"",NA,"",NA,NA
"376",NA,"","",NA,NA,"",NA,"",NA,NA
"377",NA,"","Median - when a series of numbers are arranged by order of magnitude the median represents the middle value. Where there is an even number of values the median is the mean of the two values closest to value in the centre of that distribution.",NA,NA,"",NA,"",NA,NA
"378",NA,"","",NA,NA,"",NA,"",NA,NA
"379",NA,"","",NA,NA,"",NA,"",NA,NA
"380",NA,"","Lower quartile - when a series of values are arranged by order of magnitude the lower quartile (or 25th percentile) is the value that splits the lowest 25 per cent of the data from the highest 75 per cent.",NA,NA,"",NA,"",NA,NA
"381",NA,"","",NA,NA,"",NA,"",NA,NA
"382",NA,"","Upper quartile - when a series of values are arranged by order of magnitude the upper quartile (or 75th percentile) is the value that splits the highest 25 per cent of the data from the lowest 75 per cent.",NA,NA,"",NA,"",NA,NA
"383",NA,"","",NA,NA,"",NA,"",NA,NA
"384",NA,"","",NA,NA,"",NA,"",NA,NA
"385",NA,"","Footnotes",NA,NA,"",NA,"",NA,NA
"386",NA,"","1 Geographical codes introduced by the Office for National Statistics January 2011.  For further information please visit the ONS website at the following location:",NA,NA,"",NA,"",NA,NA
"387",NA,"","",NA,NA,"",NA,"",NA,NA
"388",NA,"","https://www.ons.gov.uk/methodology/geography/ukgeographies/administrativegeography/england",NA,NA,"",NA,"",NA,NA
"389",NA,"","",NA,NA,"",NA,"",NA,NA
